,section_id,donor_id,time,source,target,source_cell_id,target_cell_id,sender_type,receiver_type,relation,distance,ligand_signal,receptor_signal,true_gate_probability,edge_active,source_stress,source_damage,source_inflammation,split,learned_gate_probability,gate_error
455,D00_S0,D00,24.0,D00_S0_C026_T024,D00_S0_C019_T024,D00_S0_C026,D00_S0_C019,fibroblast,tumor,fibroblast_to_tumor,104.60718648597131,1.1876611938520076,0.7191754945359832,0.7295346038139983,1,1.0323697368521583,1.532379249074146,1.2666939625689562,train,0.7295337239429894,8.798710088298023e-07
471,D00_S0,D00,24.0,D00_S0_C007_T024,D00_S0_C022_T024,D00_S0_C007,D00_S0_C022,macrophage,tumor,macrophage_to_tumor,131.65108279191898,1.3071825219144761,0.9182734963359805,0.7255668536564689,1,0.9160638827112065,1.379815098777732,1.2866771567743398,train,0.725566587408523,2.6624794591256773e-07
517,D00_S0,D00,24.0,D00_S0_C021_T024,D00_S0_C031_T024,D00_S0_C021,D00_S0_C031,macrophage,tumor,macrophage_to_tumor,151.29036597526814,1.5985432551385639,0.9172570319238849,0.7217263221682377,1,1.2640436055733193,1.9188945305222807,1.4201972435601065,train,0.7217259280002913,3.9416794639368646e-07
361,D00_S0,D00,24.0,D00_S0_C028_T024,D00_S0_C000_T024,D00_S0_C028,D00_S0_C000,fibroblast,tumor,fibroblast_to_tumor,114.13705849469034,1.179902322313658,0.7488028949408794,0.6972048548988595,1,0.9567487591911013,1.6374615227106493,1.308229527708729,train,0.6972040596029633,7.952958962498258e-07
365,D00_S0,D00,24.0,D00_S0_C003_T024,D00_S0_C001_T024,D00_S0_C003,D00_S0_C001,macrophage,macrophage,other,66.06764294256097,1.579091067413111,0.7604458483935391,0.6936143561649799,1,1.2154726228012318,1.928513548610226,1.5372861176689459,train,0.693613177315278,1.1788497018550004e-06
375,D00_S0,D00,24.0,D00_S0_C001_T024,D00_S0_C003_T024,D00_S0_C001,D00_S0_C003,macrophage,macrophage,other,66.06764294256097,1.4932658784496804,0.8676126572018342,0.6897065340571172,1,1.0678430638899021,1.8509459987968977,1.5120839605064809,train,0.6897056785407465,8.55516370745768e-07
505,D00_S0,D00,24.0,D00_S0_C028_T024,D00_S0_C029_T024,D00_S0_C028,D00_S0_C029,fibroblast,fibroblast,other,44.618681644169385,1.179902322313658,0.8171982111099878,0.6871115811657101,1,0.9567487591911013,1.6374615227106493,1.308229527708729,train,0.6871107435007526,8.376649575092543e-07
395,D00_S0,D00,24.0,D00_S0_C024_T024,D00_S0_C007_T024,D00_S0_C024,D00_S0_C007,vascular,macrophage,other,3.8093604888913664,0.62632626893013,0.6732817264950427,0.6849615510594178,1,0.8023093629362698,1.2611482224352344,1.0574488154282142,train,0.6849605980083652,9.530510526323255e-07
435,D00_S0,D00,24.0,D00_S0_C012_T024,D00_S0_C015_T024,D00_S0_C012,D00_S0_C015,tumor,tumor,other,61.487162182943,1.3428890541838445,0.957013957310954,0.6846692875713012,1,1.3837486238704548,2.0808086937685593,1.248859155778158,train,0.6846687450273717,5.425439294493017e-07
473,D00_S0,D00,24.0,D00_S0_C011_T024,D00_S0_C022_T024,D00_S0_C011,D00_S0_C022,macrophage,tumor,macrophage_to_tumor,159.867918717457,1.554529845093858,0.9182734963359805,0.6789154048394825,1,1.1525222760263318,1.9435792835280343,1.4105180692744659,train,0.6789150881541534,3.166853291824978e-07
458,D00_S0,D00,24.0,D00_S0_C033_T024,D00_S0_C019_T024,D00_S0_C033,D00_S0_C019,macrophage,tumor,macrophage_to_tumor,135.88033823571595,1.301277735752059,0.7191754945359832,0.6769969340247451,1,0.960209178950841,1.2767344208967222,1.3180169948565394,train,0.6769962065710013,7.274537437984563e-07
456,D00_S0,D00,24.0,D00_S0_C014_T024,D00_S0_C019_T024,D00_S0_C014,D00_S0_C019,fibroblast,tumor,fibroblast_to_tumor,118.95142766741598,1.1769085642435335,0.7191754945359832,0.6729814286020522,1,1.0324193373306925,1.489279449778888,1.2442019441075618,train,0.6729805688444316,8.597576206526014e-07
421,D00_S0,D00,24.0,D00_S0_C015_T024,D00_S0_C012_T024,D00_S0_C015,D00_S0_C012,tumor,tumor,other,61.487162182943,1.2894365900026725,0.9506120179616344,0.6701894804520335,1,1.3472583280989898,1.9326813694325082,1.3545764987356141,train,0.67018896253403,5.17918003484219e-07
460,D00_S0,D00,24.0,D00_S0_C012_T024,D00_S0_C020_T024,D00_S0_C012,D00_S0_C020,tumor,t_cell,other,56.62100615394419,1.3428890541838445,0.713038620014581,0.6637215710784832,1,1.3837486238704548,2.0808086937685593,1.248859155778158,train,0.663720379930398,1.1911480851667378e-06
500,D00_S0,D00,24.0,D00_S0_C029_T024,D00_S0_C028_T024,D00_S0_C029,D00_S0_C028,fibroblast,fibroblast,other,44.618681644169385,1.1328085702929704,0.7289087549033618,0.6606686024312858,1,0.9896916222544951,1.3897893611137906,1.2669718528007012,train,0.660667561019735,1.0414115507728638e-06
490,D00_S0,D00,24.0,D00_S0_C014_T024,D00_S0_C026_T024,D00_S0_C014,D00_S0_C026,fibroblast,fibroblast,other,52.51087283076828,1.1769085642435335,0.8052163583580602,0.6529793929307226,1,1.0324193373306925,1.489279449778888,1.2442019441075618,train,0.6529785464492989,8.464814237330032e-07
430,D00_S0,D00,24.0,D00_S0_C026_T024,D00_S0_C014_T024,D00_S0_C026,D00_S0_C014,fibroblast,fibroblast,other,52.51087283076828,1.1876611938520076,0.7841185082202349,0.6521954364496153,1,1.0323697368521583,1.532379249074146,1.2666939625689562,train,0.6521945261142003,9.103354150497012e-07
362,D00_S0,D00,24.0,D00_S0_C023_T024,D00_S0_C000_T024,D00_S0_C023,D00_S0_C000,macrophage,tumor,macrophage_to_tumor,145.88822387900294,1.2341687753785662,0.7488028949408794,0.6236120890037963,1,0.807832597635131,1.2825764257710284,1.2770463802562153,train,0.6236115369459113,5.520578849615987e-07
510,D00_S0,D00,24.0,D00_S0_C027_T024,D00_S0_C030_T024,D00_S0_C027,D00_S0_C030,fibroblast,t_cell,fibroblast_to_t_cell,121.53911510018732,1.2083908773445975,0.873487396755212,0.623178403868471,1,1.1158092831608557,1.4651067996888498,1.1342995981023534,train,0.6231778485395363,5.553289347259849e-07
405,D00_S0,D00,24.0,D00_S0_C002_T024,D00_S0_C009_T024,D00_S0_C002,D00_S0_C009,macrophage,vascular,other,61.60693200999463,1.2729094951078406,0.6871757114603172,0.6201777915564994,1,0.8658563819298516,1.3330964929576294,1.1565535886845197,train,0.6201765833397844,1.2082167150095913e-06
472,D00_S0,D00,24.0,D00_S0_C028_T024,D00_S0_C022_T024,D00_S0_C028,D00_S0_C022,fibroblast,tumor,fibroblast_to_tumor,140.3904481886514,1.179902322313658,0.9182734963359805,0.6197682601154544,1,0.9567487591911013,1.6374615227106493,1.308229527708729,train,0.6197680241536347,2.3596181963903007e-07
439,D00_S0,D00,24.0,D00_S0_C023_T024,D00_S0_C015_T024,D00_S0_C023,D00_S0_C015,macrophage,tumor,macrophage_to_tumor,157.12967282561135,1.2341687753785662,0.957013957310954,0.6127105871702974,1,0.807832597635131,1.2825764257710284,1.2770463802562153,train,0.6127106600655409,7.289524350806431e-08
506,D00_S0,D00,24.0,D00_S0_C023_T024,D00_S0_C029_T024,D00_S0_C023,D00_S0_C029,macrophage,fibroblast,other,66.32951954434546,1.2341687753785662,0.8171982111099878,0.6126016505190065,1,0.807832597635131,1.2825764257710284,1.2770463802562153,train,0.6126008493579572,8.011610492797416e-07
381,D00_S0,D00,24.0,D00_S0_C011_T024,D00_S0_C004_T024,D00_S0_C011,D00_S0_C004,macrophage,tumor,macrophage_to_tumor,181.89620415195265,1.554529845093858,1.0201132641388606,0.6055542633422449,1,1.1525222760263318,1.9435792835280343,1.4105180692744659,train,0.6055543658658705,1.0252362558915706e-07
457,D00_S0,D00,24.0,D00_S0_C016_T024,D00_S0_C019_T024,D00_S0_C016,D00_S0_C019,fibroblast,tumor,fibroblast_to_tumor,131.6100300438756,1.072123761537041,0.7191754945359832,0.5922666154507937,1,0.8192970138622383,1.4537604211961352,1.353969783287766,train,0.592265892908786,7.225420077805467e-07
410,D00_S0,D00,24.0,D00_S0_C027_T024,D00_S0_C010_T024,D00_S0_C027,D00_S0_C010,fibroblast,tumor,fibroblast_to_tumor,143.24417172849496,1.2083908773445975,0.7273378315311025,0.580970289084492,1,1.1158092831608557,1.4651067996888498,1.1342995981023534,train,0.5809695333008174,7.557836746441282e-07
393,D00_S0,D00,24.0,D00_S0_C015_T024,D00_S0_C006_T024,D00_S0_C015,D00_S0_C006,tumor,macrophage,tumor_to_macrophage,138.5443043471372,1.2894365900026725,0.7858824702793855,0.5691702144237178,1,1.3472583280989898,1.9326813694325082,1.3545764987356141,train,0.5691696363222324,5.781014854600031e-07
399,D00_S0,D00,24.0,D00_S0_C022_T024,D00_S0_C007_T024,D00_S0_C022,D00_S0_C007,tumor,macrophage,tumor_to_macrophage,131.65108279191898,1.248713639372485,0.6732817264950427,0.5674028181020394,1,1.2049544476339598,2.0259365517488117,1.3828748419923378,train,0.567401924193496,8.939085434089833e-07
475,D00_S0,D00,24.0,D00_S0_C029_T024,D00_S0_C023_T024,D00_S0_C029,D00_S0_C023,fibroblast,macrophage,other,66.32951954434546,1.1328085702929704,0.675128104785939,0.5585167633152509,1,0.9896916222544951,1.3897893611137906,1.2669718528007012,train,0.5585156619803899,1.1013348609756335e-06
466,D00_S0,D00,24.0,D00_S0_C031_T024,D00_S0_C021_T024,D00_S0_C031,D00_S0_C021,tumor,macrophage,tumor_to_macrophage,151.29036597526814,1.3291926304928312,0.9181724079807041,0.5483420792248306,1,1.3312473790364145,2.120525239705778,1.3809538264030377,train,0.5483419184936306,1.6073120001625085e-07
520,D00_S0,D00,24.0,D00_S0_C008_T024,D00_S0_C032_T024,D00_S0_C008,D00_S0_C032,tumor,fibroblast,other,84.45361870910901,1.1829900563851548,0.9416845400797783,0.541538249026881,1,1.2076546247268372,1.758181901032312,1.1748466833337876,train,0.5415379620966232,2.8693025777570824e-07
486,D00_S0,D00,24.0,D00_S0_C015_T024,D00_S0_C025_T024,D00_S0_C015,D00_S0_C025,tumor,t_cell,other,81.81603673026366,1.2894365900026725,0.6752873028140852,0.5341041869186989,1,1.3472583280989898,1.9326813694325082,1.3545764987356141,train,0.5341030368563988,1.150062300059318e-06
478,D00_S0,D00,24.0,D00_S0_C007_T024,D00_S0_C023_T024,D00_S0_C007,D00_S0_C023,macrophage,macrophage,other,83.65039622163943,1.3071825219144761,0.675128104785939,0.5309351482284884,1,0.9160638827112065,1.379815098777732,1.2866771567743398,train,0.5309339930518838,1.1551766045947431e-06
487,D00_S0,D00,24.0,D00_S0_C029_T024,D00_S0_C025_T024,D00_S0_C029,D00_S0_C025,fibroblast,t_cell,fibroblast_to_t_cell,130.63487131638018,1.1328085702929704,0.6752873028140852,0.525918659402718,1,0.9896916222544951,1.3897893611137906,1.2669718528007012,train,0.5259176966522863,9.627504317100133e-07
508,D00_S0,D00,24.0,D00_S0_C007_T024,D00_S0_C029_T024,D00_S0_C007,D00_S0_C029,macrophage,fibroblast,other,91.67392748792452,1.3071825219144761,0.8171982111099878,0.5214937116961189,1,0.9160638827112065,1.379815098777732,1.2866771567743398,train,0.5214930100971374,7.015989814673773e-07
481,D00_S0,D00,24.0,D00_S0_C023_T024,D00_S0_C024_T024,D00_S0_C023,D00_S0_C024,macrophage,vascular,other,82.37482123385567,1.2341687753785662,0.7034097613223828,0.5210137721782756,1,0.807832597635131,1.2825764257710284,1.2770463802562153,train,0.5210127617753991,1.0104028764779116e-06
396,D00_S0,D00,24.0,D00_S0_C023_T024,D00_S0_C007_T024,D00_S0_C023,D00_S0_C007,macrophage,macrophage,other,83.65039622163943,1.2341687753785662,0.6732817264950427,0.5096358704551249,1,0.807832597635131,1.2825764257710284,1.2770463802562153,train,0.5096347879878136,1.0824673113418726e-06
390,D00_S0,D00,24.0,D00_S0_C020_T024,D00_S0_C006_T024,D00_S0_C020,D00_S0_C006,t_cell,macrophage,other,60.6380395970294,0.7401069537386877,0.7858824702793855,0.49226315177082935,0,1.0190563614606318,1.6061263643256134,0.8553056440938148,train,0.49226272602400234,4.257468270152387e-07
512,D00_S0,D00,24.0,D00_S0_C021_T024,D00_S0_C030_T024,D00_S0_C021,D00_S0_C030,macrophage,t_cell,macrophage_to_t_cell,189.8861944214281,1.5985432551385639,0.873487396755212,0.48887403472794344,0,1.2640436055733193,1.9188945305222807,1.4201972435601065,train,0.48887391287851784,1.218494256050029e-07
526,D00_S0,D00,24.0,D00_S0_C019_T024,D00_S0_C033_T024,D00_S0_C019,D00_S0_C033,tumor,macrophage,tumor_to_macrophage,135.88033823571595,1.0481884583272807,0.6380084810983132,0.4845241947087172,0,1.0168408408590028,1.5624403197629175,1.2366653255217208,train,0.4845234508319766,7.438767405942848e-07
406,D00_S0,D00,24.0,D00_S0_C035_T024,D00_S0_C009_T024,D00_S0_C035,D00_S0_C009,tumor,vascular,other,76.43850798086132,0.9912635591119894,0.6871757114603172,0.4748815960319087,0,0.9079083081597575,1.5308192817603938,1.1468960152799672,train,0.47488076165088544,8.343810232736004e-07
502,D00_S0,D00,24.0,D00_S0_C007_T024,D00_S0_C028_T024,D00_S0_C007,D00_S0_C028,macrophage,fibroblast,other,98.41519507156241,1.3071825219144761,0.7289087549033618,0.4746387719233953,0,0.9160638827112065,1.379815098777732,1.2866771567743398,train,0.4746378905811607,8.813422346376498e-07
415,D00_S0,D00,24.0,D00_S0_C022_T024,D00_S0_C011_T024,D00_S0_C022,D00_S0_C011,tumor,macrophage,tumor_to_macrophage,159.867918717457,1.248713639372485,0.8352870045769534,0.471247606289899,0,1.2049544476339598,2.0259365517488117,1.3828748419923378,train,0.47124738501713925,2.2127275972616545e-07
386,D00_S0,D00,24.0,D00_S0_C032_T024,D00_S0_C005_T024,D00_S0_C032,D00_S0_C005,fibroblast,tumor,fibroblast_to_tumor,179.98368717927102,1.3689842194923623,0.7649824098105115,0.4696280113901133,0,1.291389450589735,1.7914358669079262,1.1189557241220578,train,0.469627482712172,5.286779413138376e-07
482,D00_S0,D00,24.0,D00_S0_C029_T024,D00_S0_C024_T024,D00_S0_C029,D00_S0_C024,fibroblast,vascular,other,88.2372551928609,1.1328085702929704,0.7034097613223828,0.4655587735975884,0,0.9896916222544951,1.3897893611137906,1.2669718528007012,train,0.46555793047828053,8.43119307869511e-07
474,D00_S0,D00,24.0,D00_S0_C029_T024,D00_S0_C022_T024,D00_S0_C029,D00_S0_C022,fibroblast,tumor,fibroblast_to_tumor,173.55761808869823,1.1328085702929704,0.9182734963359805,0.45943879179847247,0,0.9896916222544951,1.3897893611137906,1.2669718528007012,train,0.4594388852020358,9.340356332820932e-08
496,D00_S0,D00,24.0,D00_S0_C021_T024,D00_S0_C027_T024,D00_S0_C021,D00_S0_C027,macrophage,fibroblast,other,125.4371530554959,1.5985432551385639,0.8352436411074731,0.4568299343040323,0,1.2640436055733193,1.9188945305222807,1.4201972435601065,train,0.45682925611894803,6.781850842574322e-07
483,D00_S0,D00,24.0,D00_S0_C028_T024,D00_S0_C024_T024,D00_S0_C028,D00_S0_C024,fibroblast,vascular,other,94.60781848628152,1.179902322313658,0.7034097613223828,0.45053835953763915,0,0.9567487591911013,1.6374615227106493,1.308229527708729,train,0.45053752392929286,8.356083462945918e-07
371,D00_S0,D00,24.0,D00_S0_C009_T024,D00_S0_C002_T024,D00_S0_C009,D00_S0_C002,vascular,macrophage,other,61.60693200999463,0.6719760099800184,0.6825642086381185,0.4491194256973413,0,0.8103340521667193,1.4293027460199788,0.8751681941243562,train,0.4491188102647377,6.154326036011959e-07
397,D00_S0,D00,24.0,D00_S0_C029_T024,D00_S0_C007_T024,D00_S0_C029,D00_S0_C007,fibroblast,macrophage,other,91.67392748792452,1.1328085702929704,0.6732817264950427,0.444618280184334,0,0.9896916222544951,1.3897893611137906,1.2669718528007012,train,0.44461739239455556,8.877897784698163e-07
398,D00_S0,D00,24.0,D00_S0_C028_T024,D00_S0_C007_T024,D00_S0_C028,D00_S0_C007,fibroblast,macrophage,other,98.41519507156241,1.179902322313658,0.6732817264950427,0.4280957869673468,0,0.9567487591911013,1.6374615227106493,1.308229527708729,train,0.4280949131354406,8.738319061674105e-07
462,D00_S0,D00,24.0,D00_S0_C015_T024,D00_S0_C020_T024,D00_S0_C015,D00_S0_C020,tumor,t_cell,other,108.53316462341037,1.2894365900026725,0.713038620014581,0.4216591975023837,0,1.3472583280989898,1.9326813694325082,1.3545764987356141,train,0.42165839965919216,7.978431915134365e-07
509,D00_S0,D00,24.0,D00_S0_C000_T024,D00_S0_C029_T024,D00_S0_C000,D00_S0_C029,tumor,fibroblast,other,101.65837651971647,1.1071893675251505,0.8171982111099878,0.41977810776595287,0,1.1078401004725715,1.634645289249973,1.3174319680391158,train,0.4197777266846417,3.8108131117375876e-07
503,D00_S0,D00,24.0,D00_S0_C023_T024,D00_S0_C028_T024,D00_S0_C023,D00_S0_C028,macrophage,fibroblast,other,106.4268057321041,1.2341687753785662,0.7289087549033618,0.4183119539180213,0,0.807832597635131,1.2825764257710284,1.2770463802562153,train,0.41831124202881814,7.118892031421353e-07
440,D00_S0,D00,24.0,D00_S0_C033_T024,D00_S0_C016_T024,D00_S0_C033,D00_S0_C016,macrophage,fibroblast,other,110.78243241328431,1.301277735752059,0.6639831180791207,0.40621685151714854,0,0.960209178950841,1.2767344208967222,1.3180169948565394,train,0.4062159400052819,9.115118666525035e-07
441,D00_S0,D00,24.0,D00_S0_C001_T024,D00_S0_C016_T024,D00_S0_C001,D00_S0_C016,macrophage,fibroblast,other,123.22364256960104,1.4932658784496804,0.6639831180791207,0.40545597542067857,0,1.0678430638899021,1.8509459987968977,1.5120839605064809,train,0.40545496261222647,1.0128084521054959e-06
416,D00_S0,D00,24.0,D00_S0_C004_T024,D00_S0_C011_T024,D00_S0_C004,D00_S0_C011,tumor,macrophage,tumor_to_macrophage,181.89620415195265,1.3527310154615173,0.8352870045769534,0.4032297370471239,0,1.4147660804345048,2.06434511706396,1.4393668579339902,train,0.4032295976553492,1.3939177467836572e-07
476,D00_S0,D00,24.0,D00_S0_C025_T024,D00_S0_C023_T024,D00_S0_C025,D00_S0_C023,t_cell,macrophage,other,76.13017961181784,0.7198977130488895,0.675128104785939,0.39744682086981586,0,0.9353398374983244,1.675979144698574,1.064843726470039,train,0.3974462767068552,5.441629606917076e-07
479,D00_S0,D00,24.0,D00_S0_C028_T024,D00_S0_C023_T024,D00_S0_C028,D00_S0_C023,fibroblast,macrophage,other,106.4268057321041,1.179902322313658,0.675128104785939,0.3935417435928363,0,0.9567487591911013,1.6374615227106493,1.308229527708729,train,0.39354096379504183,7.797977944479229e-07
491,D00_S0,D00,24.0,D00_S0_C019_T024,D00_S0_C026_T024,D00_S0_C019,D00_S0_C026,tumor,fibroblast,other,104.60718648597131,1.0481884583272807,0.8052163583580602,0.38850508976269044,0,1.0168408408590028,1.5624403197629175,1.2366653255217208,train,0.38850477453659527,3.15226095171095e-07
465,D00_S0,D00,24.0,D00_S0_C027_T024,D00_S0_C021_T024,D00_S0_C027,D00_S0_C021,fibroblast,macrophage,other,125.4371530554959,1.2083908773445975,0.9181724079807041,0.3636423449823444,0,1.1158092831608557,1.4651067996888498,1.1342995981023534,train,0.36364232559165915,1.9390685224163207e-08
384,D00_S0,D00,24.0,D00_S0_C007_T024,D00_S0_C004_T024,D00_S0_C007,D00_S0_C004,macrophage,tumor,macrophage_to_tumor,223.07390805987217,1.3071825219144761,1.0201132641388606,0.3550336670375329,0,0.9160638827112065,1.379815098777732,1.2866771567743398,train,0.3550343506372715,6.835997385934434e-07
423,D00_S0,D00,24.0,D00_S0_C031_T024,D00_S0_C012_T024,D00_S0_C031,D00_S0_C012,tumor,tumor,other,136.9124627850681,1.3291926304928312,0.9506120179616344,0.3536819192616059,0,1.3312473790364145,2.120525239705778,1.3809538264030377,train,0.3536819492894232,3.002781728822512e-08
516,D00_S0,D00,24.0,D00_S0_C012_T024,D00_S0_C031_T024,D00_S0_C012,D00_S0_C031,tumor,tumor,other,136.9124627850681,1.3428890541838445,0.9172570319238849,0.35156682547897694,0,1.3837486238704548,2.0808086937685593,1.248859155778158,train,0.3515667587636742,6.671530272672754e-08
504,D00_S0,D00,24.0,D00_S0_C000_T024,D00_S0_C028_T024,D00_S0_C000,D00_S0_C028,tumor,fibroblast,other,114.13705849469034,1.1071893675251505,0.7289087549033618,0.3510293363279309,0,1.1078401004725715,1.634645289249973,1.3174319680391158,train,0.35102886119008064,4.7513785023101107e-07
507,D00_S0,D00,24.0,D00_S0_C024_T024,D00_S0_C029_T024,D00_S0_C024,D00_S0_C029,vascular,fibroblast,other,88.2372551928609,0.62632626893013,0.8171982111099878,0.34635577067172785,0,0.8023093629362698,1.2611482224352344,1.0574488154282142,train,0.34635579724688154,2.657515368875707e-08
477,D00_S0,D00,24.0,D00_S0_C024_T024,D00_S0_C023_T024,D00_S0_C024,D00_S0_C023,vascular,macrophage,other,82.37482123385567,0.62632626893013,0.675128104785939,0.3461229010541799,0,0.8023093629362698,1.2611482224352344,1.0574488154282142,train,0.3461225313614001,3.6969277983356363e-07
525,D00_S0,D00,24.0,D00_S0_C016_T024,D00_S0_C033_T024,D00_S0_C016,D00_S0_C033,fibroblast,macrophage,other,110.78243241328431,1.072123761537041,0.6380084810983132,0.3401479222486402,0,0.8192970138622383,1.4537604211961352,1.353969783287766,train,0.3401472410652099,6.811834303288578e-07
414,D00_S0,D00,24.0,D00_S0_C006_T024,D00_S0_C010_T024,D00_S0_C006,D00_S0_C010,macrophage,tumor,macrophage_to_tumor,225.87400479365948,1.4744735825947248,0.7273378315311025,0.33747114692595526,0,1.0650836899424838,1.7807436884824286,1.3270998448523548,train,0.33747095714268344,1.8978327182006538e-07
431,D00_S0,D00,24.0,D00_S0_C019_T024,D00_S0_C014_T024,D00_S0_C019,D00_S0_C014,tumor,fibroblast,other,118.95142766741598,1.0481884583272807,0.7841185082202349,0.3257171994482006,0,1.0168408408590028,1.5624403197629175,1.2366653255217208,train,0.32571696844367876,2.3100452184454667e-07
464,D00_S0,D00,24.0,D00_S0_C027_T024,D00_S0_C020_T024,D00_S0_C027,D00_S0_C020,fibroblast,t_cell,fibroblast_to_t_cell,185.03653388195244,1.2083908773445975,0.713038620014581,0.31859652039058867,0,1.1158092831608557,1.4651067996888498,1.1342995981023534,train,0.31859611306795527,4.073226334000424e-07
484,D00_S0,D00,24.0,D00_S0_C022_T024,D00_S0_C024_T024,D00_S0_C022,D00_S0_C024,tumor,vascular,other,130.74491432386554,1.248713639372485,0.7034097613223828,0.3165157841373453,0,1.2049544476339598,2.0259365517488117,1.3828748419923378,train,0.3165152621644539,5.2197289140965e-07
366,D00_S0,D00,24.0,D00_S0_C016_T024,D00_S0_C001_T024,D00_S0_C016,D00_S0_C001,fibroblast,macrophage,other,123.22364256960104,1.072123761537041,0.7604458483935391,0.31114990896849726,0,0.8192970138622383,1.4537604211961352,1.353969783287766,train,0.31114963758367786,2.713848193947044e-07
501,D00_S0,D00,24.0,D00_S0_C024_T024,D00_S0_C028_T024,D00_S0_C024,D00_S0_C028,vascular,fibroblast,other,94.60781848628152,0.62632626893013,0.7289087549033618,0.30661681865693785,0,0.8023093629362698,1.2611482224352344,1.0574488154282142,train,0.3066166871570319,1.3149990596428296e-07
385,D00_S0,D00,24.0,D00_S0_C008_T024,D00_S0_C005_T024,D00_S0_C008,D00_S0_C005,tumor,tumor,other,135.6002558952632,1.1829900563851548,0.7649824098105115,0.2918059247028711,0,1.2076546247268372,1.758181901032312,1.1748466833337876,train,0.2918056605575938,2.641452772622621e-07
