row_id,donor_id,cohort_id,section_id,section_index,cell_id,cell_type,time,x,y,vulnerability,repair_capacity,regulatory_activity,organelle_coupling,stress,damage,reserve,inflammation,communication_tone,next_stress,next_damage,next_reserve,next_inflammation,next_time,delta_t,destructive_state,next_destructive_state
D00_S0_C004_T024,D00,C0,D00_S0,0,D00_S0_C004,tumor,24.0,591.1511302377626,874.576345144282,0.8603556623376878,0.40565001341589596,0.8354033301931507,1.1020941096731436,1.4147660804345048,2.06434511706396,0.02,1.4393668579339902,0.2,2.4534787389710715,3.0,0.02,2.5,48.0,24.0,1.6704935302991604,2.6225740469119
D00_S0_C004_T048,D00,C0,D00_S0,0,D00_S0_C004,tumor,48.0,597.8629755077238,868.3010029861272,0.8603556623376878,0.40565001341589596,1.1069736894739892,1.6023648614281643,2.4534787389710715,3.0,0.02,2.5,0.2,,,,,,,2.6225740469119,
D00_S0_C005_T000,D00,C0,D00_S0,0,D00_S0_C005,tumor,0.0,767.2025652866189,945.7546383567706,0.42049038955769674,0.6013032772409631,0.474077145449733,0.7857216464384756,0.4880402834202853,0.5119972251190229,0.3744838800570602,0.42507913135510833,0.2,0.7115837026963373,1.000298282841935,0.11544454205945734,0.729183655400263,12.0,12.0,0.3850393200732793,0.7998255443460752
D00_S0_C005_T012,D00,C0,D00_S0,0,D00_S0_C005,tumor,12.0,772.2083653858024,938.6324043055549,0.42049038955769674,0.6013032772409631,0.5311746394187884,0.9781996993377343,0.7115837026963373,1.000298282841935,0.11544454205945734,0.729183655400263,0.2,1.1288086725477395,1.916574983075887,0.02,1.219274259552842,24.0,12.0,0.7998255443460752,1.4754772721003615
D00_S0_C005_T024,D00,C0,D00_S0,0,D00_S0_C005,tumor,24.0,764.4784546031775,940.6103026795404,0.42049038955769674,0.6013032772409631,0.673040022766307,1.2935642422236935,1.1288086725477395,1.916574983075887,0.02,1.219274259552842,0.2,2.36380931223344,3.0,0.02,2.5,48.0,24.0,1.4754772721003615,2.597466607425363
D00_S0_C005_T048,D00,C0,D00_S0,0,D00_S0_C005,tumor,48.0,763.8196703240172,944.2034212895004,0.42049038955769674,0.6013032772409631,0.9495445226294612,1.7689797973172554,2.36380931223344,3.0,0.02,2.5,0.2,,,,,,,2.597466607425363,
D00_S0_C006_T000,D00,C0,D00_S0,0,D00_S0_C006,macrophage,0.0,624.9559992573161,338.1869075995097,0.4952571828686418,0.3887572034373117,0.2949074189826886,0.5541680746266797,0.31164073254497027,0.2760262314001354,0.5195937375446568,0.7073812393946284,0.55,0.6578769910100681,0.8086403648844613,0.23280886803568893,0.888768547213382,12.0,12.0,0.24691762180375787,0.6988886911021854
D00_S0_C006_T012,D00,C0,D00_S0,0,D00_S0_C006,macrophage,12.0,624.9395486703345,340.24424922716673,0.4952571828686418,0.3887572034373117,0.4040805868167858,0.7577438747449845,0.6578769910100681,0.8086403648844613,0.23280886803568893,0.888768547213382,0.55,1.0650836899424838,1.7807436884824286,0.02,1.3270998448523548,24.0,12.0,0.6988886911021854,1.4140003726259323
D00_S0_C006_T024,D00,C0,D00_S0,0,D00_S0_C006,macrophage,24.0,626.526585042142,338.9632166168813,0.4952571828686418,0.3887572034373117,0.45889005267691124,1.0461365416943598,1.0650836899424838,1.7807436884824286,0.02,1.3270998448523548,0.55,2.376054507035486,3.0,0.02,2.5,48.0,24.0,1.4140003726259323,2.6008952619699364
D00_S0_C006_T048,D00,C0,D00_S0,0,D00_S0_C006,macrophage,48.0,623.5367847809656,335.8967817861331,0.4952571828686418,0.3887572034373117,0.8100769848819734,1.6412962877612476,2.376054507035486,3.0,0.02,2.5,0.55,,,,,,,2.6008952619699364,
D00_S0_C007_T000,D00,C0,D00_S0,0,D00_S0_C007,macrophage,0.0,489.2303503414228,675.3184538843158,0.3112643332284475,0.5459652663537806,0.7339958156672014,0.4898929027600417,0.20400720802203914,0.2810772063181863,0.5540012669683015,0.727046381179476,0.55,0.5388772175616521,0.6554347070262337,0.39902240091954855,0.8863150826526366,12.0,12.0,0.21556807478176923,0.5549723686180814
D00_S0_C007_T012,D00,C0,D00_S0,0,D00_S0_C007,macrophage,12.0,492.49945197667176,678.1509379055996,0.3112643332284475,0.5459652663537806,0.8284355130156311,0.6590858904131722,0.5388772175616521,0.6554347070262337,0.39902240091954855,0.8863150826526366,0.55,0.9160638827112065,1.379815098777732,0.02,1.2866771567743398,24.0,12.0,0.5549723686180814,1.1717445659273171
D00_S0_C007_T024,D00,C0,D00_S0,0,D00_S0_C007,macrophage,24.0,487.407951395272,677.0938869340416,0.3112643332284475,0.5459652663537806,0.9629617275118478,0.9463637742982433,0.9160638827112065,1.379815098777732,0.02,1.2866771567743398,0.55,1.9557924113666083,3.0,0.02,2.5,48.0,24.0,1.1717445659273171,2.4832218751826503
D00_S0_C007_T048,D00,C0,D00_S0,0,D00_S0_C007,macrophage,48.0,485.96852183976233,683.7615928195794,0.3112643332284475,0.5459652663537806,1.1504000082163102,1.5454808706917456,1.9557924113666083,3.0,0.02,2.5,0.55,,,,,,,2.4832218751826503,
D00_S0_C008_T000,D00,C0,D00_S0,0,D00_S0_C008,tumor,0.0,879.7382197691089,865.6712836249727,0.33933594586511723,0.49214618873123445,0.565793830572144,0.5659600068740183,0.4904716995418199,0.44705232434802467,0.4572773099957516,0.3663243426356909,0.2,0.7650978567824712,0.8630790955409663,0.22523134948736123,0.7095616233056647,12.0,12.0,0.3245810518868343,0.7208667935326692
D00_S0_C008_T012,D00,C0,D00_S0,0,D00_S0_C008,tumor,12.0,879.3031938533294,872.2422908944666,0.33933594586511723,0.49214618873123445,0.6703308014641005,0.774063815895385,0.7650978567824712,0.8630790955409663,0.22523134948736123,0.7095616233056647,0.2,1.2076546247268372,1.758181901032312,0.02,1.1748466833337876,24.0,12.0,0.7208667935326692,1.4126399440857818
D00_S0_C008_T024,D00,C0,D00_S0,0,D00_S0_C008,tumor,24.0,880.5393702237168,870.486888157835,0.33933594586511723,0.49214618873123445,0.7609883484607645,1.0416032687680965,1.2076546247268372,1.758181901032312,0.02,1.1748466833337876,0.2,2.3535536937070756,3.0,0.02,2.5,48.0,24.0,1.4126399440857818,2.5945950342379813
D00_S0_C008_T048,D00,C0,D00_S0,0,D00_S0_C008,tumor,48.0,881.7678645185662,866.3581152764605,0.33933594586511723,0.49214618873123445,1.0160806413666843,1.5706887430698535,2.3535536937070756,3.0,0.02,2.5,0.2,,,,,,,2.5945950342379813,
D00_S0_C009_T000,D00,C0,D00_S0,0,D00_S0_C009,vascular,0.0,99.19257887918953,886.0578986826423,0.38913089117105204,0.47473395589421385,0.5389279787189344,0.7160387649580233,0.20430876558511235,0.17121855450140805,0.6936908100053402,0.1314011380412563,-0.05,0.47735939776435293,0.6351722970352472,0.534020073386523,0.43732717491168077,12.0,12.0,0.013059609931583754,0.4085243527882387
D00_S0_C009_T012,D00,C0,D00_S0,0,D00_S0_C009,vascular,12.0,99.97540908375935,887.024652989699,0.38913089117105204,0.47473395589421385,0.5990960964098048,0.8716807619793361,0.47735939776435293,0.6351722970352472,0.534020073386523,0.43732717491168077,-0.05,0.8103340521667193,1.4293027460199788,0.1347022224740846,0.8751681941243562,24.0,12.0,0.4085243527882387,1.058358002576844
D00_S0_C009_T024,D00,C0,D00_S0,0,D00_S0_C009,vascular,24.0,98.48955231898802,890.7944680842335,0.38913089117105204,0.47473395589421385,0.7104586984295848,1.1711366778360581,0.8103340521667193,1.4293027460199788,0.1347022224740846,0.8751681941243562,-0.05,1.7814350786678432,3.0,0.02,2.308657810081952,48.0,24.0,1.058358002576844,2.3961333840433867
D00_S0_C009_T048,D00,C0,D00_S0,0,D00_S0_C009,vascular,48.0,97.04402863621505,881.8829048114318,0.38913089117105204,0.47473395589421385,0.9320905235258424,1.7753157706276803,1.7814350786678432,3.0,0.02,2.308657810081952,-0.05,,,,,,,2.3961333840433867,
D00_S0_C010_T000,D00,C0,D00_S0,0,D00_S0_C010,tumor,0.0,849.339134325739,384.58511816945435,0.36613351200831556,0.7714685348371992,0.7279532209892516,0.4471385533561724,0.45093819644008093,0.4413346611611604,0.49515126982483165,0.3377402411888514,0.2,0.6731430776140437,0.7762738728634175,0.29549081345726286,0.7055438312739579,12.0,12.0,0.29671810123688697,0.6371923080005665
D00_S0_C010_T012,D00,C0,D00_S0,0,D00_S0_C010,tumor,12.0,849.983587713863,374.7809493746592,0.36613351200831556,0.7714685348371992,0.7706090295373274,0.5821878179110891,0.6731430776140437,0.7762738728634175,0.29549081345726286,0.7055438312739579,0.2,1.0628887556368025,1.5169089051142015,0.02,1.1654835549688143,24.0,12.0,0.6371923080005665,1.2544218370268845
D00_S0_C010_T024,D00,C0,D00_S0,0,D00_S0_C010,tumor,24.0,847.6259295321017,385.1600336894481,0.36613351200831556,0.7714685348371992,0.8764633356256188,0.8601363495435534,1.0628887556368025,1.5169089051142015,0.02,1.1654835549688143,0.2,2.1452533893537216,3.0,0.02,2.5,48.0,24.0,1.2544218370268845,2.536270949019042
D00_S0_C010_T048,D00,C0,D00_S0,0,D00_S0_C010,tumor,48.0,844.6857261593084,378.1623968287108,0.36613351200831556,0.7714685348371992,1.1218486352528168,1.4044248254120482,2.1452533893537216,3.0,0.02,2.5,0.2,,,,,,,2.536270949019042,
D00_S0_C011_T000,D00,C0,D00_S0,0,D00_S0_C011,macrophage,0.0,425.5802353662829,947.0080102140124,0.5661834430481935,0.7144595550369386,0.3677457044884211,0.8047472679143964,0.3280236935519573,0.30347430869490016,0.4996489474322096,0.7503381101059865,0.55,0.7168296764536454,0.8612982741083479,0.2508503875070194,0.9345673070132021,12.0,12.0,0.2776591559542113,0.7458618571301239
D00_S0_C011_T012,D00,C0,D00_S0,0,D00_S0_C011,macrophage,12.0,426.38182503842285,948.5032376232518,0.5661834430481935,0.7144595550369386,0.5288070990370334,1.0254487392678344,0.7168296764536454,0.8612982741083479,0.2508503875070194,0.9345673070132021,0.55,1.1525222760263318,1.9435792835280343,0.02,1.4105180692744659,24.0,12.0,0.7458618571301239,1.5333279072357227
D00_S0_C011_T024,D00,C0,D00_S0,0,D00_S0_C011,macrophage,24.0,426.62756986571287,952.1535787079594,0.5661834430481935,0.7144595550369386,0.6539705350343382,1.3934727450768754,1.1525222760263318,1.9435792835280343,0.02,1.4105180692744659,0.55,2.3995736627357522,3.0,0.02,2.5,48.0,24.0,1.5333279072357227,2.607480625566011
D00_S0_C011_T048,D00,C0,D00_S0,0,D00_S0_C011,macrophage,48.0,422.54775372735855,946.474195339495,0.5661834430481935,0.7144595550369386,0.9411353323723535,1.8,2.3995736627357522,3.0,0.02,2.5,0.55,,,,,,,2.607480625566011,
D00_S0_C012_T000,D00,C0,D00_S0,0,D00_S0_C012,tumor,0.0,599.9625974047611,409.12105456172424,0.7196939848612076,0.7405919304332045,0.6265497446558886,0.7378546201847914,0.5673446305156803,0.5495373149151367,0.4127444939883159,0.45994862992305624,0.2,0.9339157764915986,1.0331453496521459,0.20579100337292547,0.7547471416513569,12.0,12.0,0.4238203450108378,0.8630815928389054
D00_S0_C012_T012,D00,C0,D00_S0,0,D00_S0_C012,tumor,12.0,599.98286859376,405.3207232178284,0.7196939848612076,0.7405919304332045,0.7209434756506324,0.9843922479660863,0.9339157764915986,1.0331453496521459,0.20579100337292547,0.7547471416513569,0.2,1.3837486238704548,2.0808086937685593,0.02,1.248859155778158,24.0,12.0,0.8630815928389054,1.6316096188482676
D00_S0_C012_T024,D00,C0,D00_S0,0,D00_S0_C012,tumor,24.0,585.6349754920118,404.4071002005458,0.7196939848612076,0.7405919304332045,0.8235582923473943,1.2744827263074445,1.3837486238704548,2.0808086937685593,0.02,1.248859155778158,0.2,2.5311661084030477,3.0,0.02,2.5,48.0,24.0,1.6316096188482676,2.6443265103528533
D00_S0_C012_T048,D00,C0,D00_S0,0,D00_S0_C012,tumor,48.0,594.2576926892585,404.10107728969393,0.7196939848612076,0.7405919304332045,1.0890193374250217,1.798602904937277,2.5311661084030477,3.0,0.02,2.5,0.2,,,,,,,2.6443265103528533,
D00_S0_C013_T000,D00,C0,D00_S0,0,D00_S0_C013,t_cell,0.0,153.52912002640053,636.4091980455624,0.5400704882492476,0.6429987412741763,0.47561540287439935,0.5216884079285647,0.2999874855851646,0.24097374002720687,0.6114266385101842,0.07050127336575589,-0.12,0.5889981421360904,0.6140253132112102,0.43308897564247756,0.45043376164889215,12.0,12.0,0.07925028537781603,0.4544588078279196
D00_S0_C013_T012,D00,C0,D00_S0,0,D00_S0_C013,t_cell,12.0,147.92908428899344,634.0710043389662,0.5400704882492476,0.6429987412741763,0.5661965884409168,0.7095524217765503,0.5889981421360904,0.6140253132112102,0.43308897564247756,0.45043376164889215,-0.12,0.9586032959277165,1.4072665942568623,0.05928952866796624,0.9477472264000791,24.0,12.0,0.4544588078279196,1.1204026370761175
D00_S0_C013_T024,D00,C0,D00_S0,0,D00_S0_C013,t_cell,24.0,150.39621395583532,633.0441227997514,0.5400704882492476,0.6429987412741763,0.7810928410137559,0.973198753534171,0.9586032959277165,1.4072665942568623,0.05928952866796624,0.9477472264000791,-0.12,1.944907311625601,3.0,0.02,2.399692922961747,48.0,24.0,1.1204026370761175,2.4601126318475175
D00_S0_C013_T048,D00,C0,D00_S0,0,D00_S0_C013,t_cell,48.0,147.32414665127882,635.4347729723429,0.5400704882492476,0.6429987412741763,0.9565129547634245,1.6068867414532653,1.944907311625601,3.0,0.02,2.399692922961747,-0.12,,,,,,,2.4601126318475175,
D00_S0_C014_T000,D00,C0,D00_S0,0,D00_S0_C014,fibroblast,0.0,94.51764738105066,408.7538637593766,0.5058547572313253,0.7187475220354262,0.5343296794191996,0.7002339767493485,0.30321261782435566,0.28210974260556737,0.5765720706344162,0.593312412038595,0.34,0.6222635239424545,0.637494223439306,0.40687571649143206,0.8411875677054587,12.0,12.0,0.21212883630963936,0.5589558698677308
D00_S0_C014_T012,D00,C0,D00_S0,0,D00_S0_C014,fibroblast,12.0,94.40296907348156,403.4371236033502,0.5058547572313253,0.7187475220354262,0.6169990651555592,0.9042070371135285,0.6222635239424545,0.637494223439306,0.40687571649143206,0.8411875677054587,0.34,1.0324193373306925,1.489279449778888,0.02,1.2442019441075618,24.0,12.0,0.5589558698677308,1.2483719391679724
D00_S0_C014_T024,D00,C0,D00_S0,0,D00_S0_C014,fibroblast,24.0,97.1945487766057,420.167605380706,0.5058547572313253,0.7187475220354262,0.7510577634387151,1.260510468662216,1.0324193373306925,1.489279449778888,0.02,1.2442019441075618,0.34,2.0295239381500023,3.0,0.02,2.5,48.0,24.0,1.2483719391679724,2.5038667026820005
D00_S0_C014_T048,D00,C0,D00_S0,0,D00_S0_C014,fibroblast,48.0,90.60978475457706,409.3060915557485,0.5058547572313253,0.7187475220354262,0.9804424067353182,1.7530984354386172,2.0295239381500023,3.0,0.02,2.5,0.34,,,,,,,2.5038667026820005,
D00_S0_C015_T000,D00,C0,D00_S0,0,D00_S0_C015,tumor,0.0,554.7713539357687,454.1111066112004,0.7501384259803463,0.7006553057235312,0.6841275482687461,0.6465789471118666,0.6309138871297371,0.5271541594196903,0.39770131567081746,0.46260598684801535,0.2,0.9245045224357397,0.9902337902341786,0.1619763781370037,0.9012710552884228,12.0,12.0,0.434716792839801,0.8787928934619567
D00_S0_C015_T012,D00,C0,D00_S0,0,D00_S0_C015,tumor,12.0,550.7755324329556,452.2628528784824,0.7501384259803463,0.7006553057235312,0.7231969282753428,0.8842918164583125,0.9245045224357397,0.9902337902341786,0.1619763781370037,0.9012710552884228,0.2,1.3472583280989898,1.9326813694325082,0.02,1.3545764987356141,24.0,12.0,0.8787928934619567,1.5714346889424442
D00_S0_C015_T024,D00,C0,D00_S0,0,D00_S0_C015,tumor,24.0,548.9509917743044,453.75237810948573,0.7501384259803463,0.7006553057235312,0.8461322245287732,1.2083234750143799,1.3472583280989898,1.9326813694325082,0.02,1.3545764987356141,0.2,2.4474186171262,3.0,0.02,2.5,48.0,24.0,1.5714346889424442,2.620877212795336
D00_S0_C015_T048,D00,C0,D00_S0,0,D00_S0_C015,tumor,48.0,551.0401026214181,451.8004657888785,0.7501384259803463,0.7006553057235312,1.0734482723197252,1.6303383447550757,2.4474186171262,3.0,0.02,2.5,0.2,,,,,,,2.620877212795336,
D00_S0_C016_T000,D00,C0,D00_S0,0,D00_S0_C016,fibroblast,0.0,236.84040514009774,238.0802072960742,0.33360825623705115,0.44977952853021336,0.27986311179962914,0.5257094944023879,0.22494069753495485,0.27402673613133427,0.5939569504489811,0.5415187585667788,0.34,0.4816060688086505,0.6887727137020714,0.46902799105113474,0.8811829351706781,12.0,12.0,0.17214945126740772,0.5385110308463024
D00_S0_C016_T012,D00,C0,D00_S0,0,D00_S0_C016,fibroblast,12.0,233.6767272611396,239.3442935779623,0.33360825623705115,0.44977952853021336,0.3524257622349902,0.7505909036834157,0.4816060688086505,0.6887727137020714,0.46902799105113474,0.8811829351706781,0.34,0.8192970138622383,1.4537604211961352,0.09784520904894038,1.353969783287766,24.0,12.0,0.5385110308463024,1.176476176722358
D00_S0_C016_T024,D00,C0,D00_S0,0,D00_S0_C016,fibroblast,24.0,237.4742933443835,234.36618134565964,0.33360825623705115,0.44977952853021336,0.4493749968690259,1.0167993753485909,0.8192970138622383,1.4537604211961352,0.09784520904894038,1.353969783287766,0.34,1.8171652514498713,3.0,0.02,2.5,48.0,24.0,1.176476176722358,2.444406270405964
D00_S0_C016_T048,D00,C0,D00_S0,0,D00_S0_C016,fibroblast,48.0,232.6994479757576,240.47156837922856,0.33360825623705115,0.44977952853021336,0.7115508994285483,1.581025575375622,1.8171652514498713,3.0,0.02,2.5,0.34,,,,,,,2.444406270405964,
D00_S0_C017_T000,D00,C0,D00_S0,0,D00_S0_C017,vascular,0.0,808.9567377324074,579.9755132869968,0.46493447540120075,0.40686055094530005,0.6675797080734927,0.5339862735549745,0.2124190247119074,0.2056599873496926,0.7262152384491459,0.15090023479012898,-0.05,0.6154781350513457,0.642380598478965,0.5669241497779547,0.3036784429096019,12.0,12.0,0.02860681534640022,0.41668894071505036
D00_S0_C017_T012,D00,C0,D00_S0,0,D00_S0_C017,vascular,12.0,807.8296605011911,576.7192357033096,0.46493447540120075,0.40686055094530005,0.7431681016172119,0.669810841025738,0.6154781350513457,0.642380598478965,0.5669241497779547,0.3036784429096019,-0.05,1.0759691952321508,1.5241954327666931,0.1936063502709257,0.7292616521091071,24.0,12.0,0.41668894071505036,1.1361441157552326
D00_S0_C017_T024,D00,C0,D00_S0,0,D00_S0_C017,vascular,24.0,816.6440360945143,582.4454527537223,0.46493447540120075,0.40686055094530005,0.9198448609776945,1.0355521310720308,1.0759691952321508,1.5241954327666931,0.1936063502709257,0.7292616521091071,-0.05,2.230588639454447,3.0,0.02,2.2668678397040503,48.0,24.0,1.1361441157552326,2.513538386988055
D00_S0_C017_T048,D00,C0,D00_S0,0,D00_S0_C017,vascular,48.0,811.8006802282921,582.1786785767553,0.46493447540120075,0.40686055094530005,1.160614314176311,1.680265036926677,2.230588639454447,3.0,0.02,2.2668678397040503,-0.05,,,,,,,2.513538386988055,
D00_S0_C018_T000,D00,C0,D00_S0,0,D00_S0_C018,tumor,0.0,936.9864879415935,53.82692973780581,0.6826290605613516,0.5746169083479545,0.4627922314716951,0.6514076960559381,0.5648161347419455,0.5610758635188577,0.4167288622523153,0.40670578979176136,0.2,0.8103891395778788,1.018208868182296,0.23341325356005893,0.8043743680030521,12.0,12.0,0.4171257404796394,0.8251731736267057
D00_S0_C018_T012,D00,C0,D00_S0,0,D00_S0_C018,tumor,12.0,937.1284307209766,52.42805639182181,0.6826290605613516,0.5746169083479545,0.5181083929767564,0.8528674433883618,0.8103891395778788,1.018208868182296,0.23341325356005893,0.8043743680030521,0.2,1.2073516428477917,1.9178901618452773,0.02,1.2773078459228346,24.0,12.0,0.8251731736267057,1.5097073068676816
D00_S0_C018_T024,D00,C0,D00_S0,0,D00_S0_C018,tumor,24.0,931.5567555019113,57.54203179137803,0.6826290605613516,0.5746169083479545,0.6426932868650757,1.1012149760275354,1.2073516428477917,1.9178901618452773,0.02,1.2773078459228346,0.2,2.3971610323864163,3.0,0.02,2.5,48.0,24.0,1.5097073068676816,2.6068050890681964
D00_S0_C018_T048,D00,C0,D00_S0,0,D00_S0_C018,tumor,48.0,926.7590212160476,53.87371860387425,0.6826290605613516,0.5746169083479545,0.8980215531020341,1.636832417687039,2.3971610323864163,3.0,0.02,2.5,0.2,,,,,,,2.6068050890681964,
D00_S0_C019_T000,D00,C0,D00_S0,0,D00_S0_C019,tumor,0.0,125.42707164351837,306.4411184969728,0.3684607252537392,0.7477007186487854,0.6308377256682499,0.57689316279755,0.5175374346510359,0.36128712320468226,0.4446436276610181,0.3852314610294737,0.2,0.6720211769540864,0.8197790503129321,0.27930986180063994,0.6966612695683889,12.0,12.0,0.2975529949610083,0.6595439580148886
