row_id,donor_id,section_id,cell_type,time,split,full_prediction,intrinsic_prediction,neighborhood_contribution,split_regime
D00_S0_C011_T000,D00,D00_S0,macrophage,0.0,train,0.7564147238695499,0.7371654567060383,0.019249267163511607,heldout_section
D00_S0_C011_T012,D00,D00_S0,macrophage,12.0,train,1.3340730312627138,1.3216811042940766,0.012391926968637224,heldout_section
D00_S0_C011_T024,D00,D00_S0,macrophage,24.0,train,2.611239499863531,2.58116737198861,0.030072127874920973,heldout_section
D00_S0_C012_T000,D00,D00_S0,tumor,0.0,train,0.889331802694629,0.8922192740431408,-0.002887471348511861,heldout_section
D00_S0_C012_T012,D00,D00_S0,tumor,12.0,train,1.4460130699337677,1.451580211572293,-0.005567141638525452,heldout_section
D00_S0_C012_T024,D00,D00_S0,tumor,24.0,train,2.6443188800261517,2.680435559914068,-0.03611667988791645,heldout_section
D00_S0_C013_T000,D00,D00_S0,t_cell,0.0,train,0.5839732032496883,0.5819376791879225,0.00203552406176577,heldout_section
D00_S0_C013_T012,D00,D00_S0,t_cell,12.0,train,1.0777153996736475,1.0797743940891409,-0.002058994415493398,heldout_section
D00_S0_C013_T024,D00,D00_S0,t_cell,24.0,train,2.4721680089303364,2.4621584502009775,0.010009558729358936,heldout_section
D00_S0_C014_T000,D00,D00_S0,fibroblast,0.0,train,0.6858138981226157,0.6801370026191047,0.005676895503511026,heldout_section
D00_S0_C014_T012,D00,D00_S0,fibroblast,12.0,train,1.166763576340961,1.1652959042347901,0.0014676721061708253,heldout_section
D00_S0_C014_T024,D00,D00_S0,fibroblast,24.0,train,2.5230219622411667,2.5338235694296047,-0.010801607188438034,heldout_section
D00_S0_C015_T000,D00,D00_S0,tumor,0.0,train,0.9046075046715913,0.910575314206537,-0.0059678095349456894,heldout_section
D00_S0_C015_T012,D00,D00_S0,tumor,12.0,train,1.4506055400231481,1.4587043262987547,-0.008098786275606562,heldout_section
D00_S0_C015_T024,D00,D00_S0,tumor,24.0,train,2.615613503652693,2.6659245865995476,-0.05031108294685449,heldout_section
D00_S0_C016_T000,D00,D00_S0,fibroblast,0.0,train,0.6225147851292756,0.6208561945154615,0.001658590613814126,heldout_section
D00_S0_C016_T012,D00,D00_S0,fibroblast,12.0,train,1.1059174864558996,1.1076811817716492,-0.0017636953157496027,heldout_section
D00_S0_C016_T024,D00,D00_S0,fibroblast,24.0,train,2.416323158308962,2.4011632697333094,0.015159888575652758,heldout_section
D00_S0_C017_T000,D00,D00_S0,vascular,0.0,train,0.5619528008454889,0.5503365181829134,0.011616282662575528,heldout_section
D00_S0_C017_T012,D00,D00_S0,vascular,12.0,train,1.0722458128480743,1.070076772177056,0.0021690406710181964,heldout_section
D00_S0_C017_T024,D00,D00_S0,vascular,24.0,train,2.4980900905246988,2.485178983739305,0.012911106785393756,heldout_section
D00_S0_C018_T000,D00,D00_S0,tumor,0.0,train,0.8738267920315588,0.8823056813981354,-0.008478889366576592,heldout_section
D00_S0_C018_T012,D00,D00_S0,tumor,12.0,train,1.3837874878186758,1.394146626310562,-0.010359138491886188,heldout_section
D00_S0_C018_T024,D00,D00_S0,tumor,24.0,train,2.605459233710136,2.6044503735466242,0.001008860163511649,heldout_section
D00_S0_C019_T000,D00,D00_S0,tumor,0.0,train,0.7486708526377643,0.7586032194689061,-0.009932366831141737,heldout_section
D00_S0_C019_T012,D00,D00_S0,tumor,12.0,train,1.2110896047852298,1.2232949476958859,-0.012205342910656114,heldout_section
D00_S0_C019_T024,D00,D00_S0,tumor,24.0,train,2.485835305796016,2.5177610978786906,-0.031925792082674764,heldout_section
D00_S0_C020_T000,D00,D00_S0,t_cell,0.0,train,0.539498349463883,0.5286263622635544,0.010871987200328559,heldout_section
D00_S0_C020_T012,D00,D00_S0,t_cell,12.0,train,1.0781948070099485,1.0718730119887967,0.0063217950211518215,heldout_section
D00_S0_C020_T024,D00,D00_S0,t_cell,24.0,train,2.5320197608319575,2.4783457693223596,0.05367399150959784,heldout_section
D00_S0_C021_T000,D00,D00_S0,macrophage,0.0,train,0.8577721886268929,0.8430015777215176,0.014770610905375237,heldout_section
D00_S0_C021_T012,D00,D00_S0,macrophage,12.0,train,1.4055910190589573,1.39232994355172,0.013261075507237319,heldout_section
D00_S0_C021_T024,D00,D00_S0,macrophage,24.0,train,2.6291098951599365,2.6351466643794272,-0.006036769219490701,heldout_section
D00_S0_C022_T000,D00,D00_S0,tumor,0.0,train,0.8900071348252153,0.9004550862503362,-0.010447951425120894,heldout_section
D00_S0_C022_T012,D00,D00_S0,tumor,12.0,train,1.4162204963494804,1.4299841985344348,-0.013763702184954374,heldout_section
D00_S0_C022_T024,D00,D00_S0,tumor,24.0,train,2.5574489898302075,2.605973595317297,-0.04852460548708937,heldout_section
D00_S0_C023_T000,D00,D00_S0,macrophage,0.0,train,0.6660921688309754,0.6687591486051976,-0.0026669797742221446,heldout_section
D00_S0_C023_T012,D00,D00_S0,macrophage,12.0,train,1.0678970955193825,1.0673946491267787,0.0005024463926037726,heldout_section
D00_S0_C023_T024,D00,D00_S0,macrophage,24.0,train,2.3484708169732365,2.3457945480182394,0.002676268954997063,heldout_section
D00_S0_C024_T000,D00,D00_S0,vascular,0.0,train,0.5127865248958168,0.5151517007616435,-0.0023651758658267408,heldout_section
D00_S0_C024_T012,D00,D00_S0,vascular,12.0,train,0.9822200292290781,0.9882381468683271,-0.006018117639248977,heldout_section
D00_S0_C024_T024,D00,D00_S0,vascular,24.0,train,2.3183315710726657,2.3122168709737663,0.006114700098899473,heldout_section
D00_S0_C025_T000,D00,D00_S0,t_cell,0.0,train,0.576465340733974,0.577108657402192,-0.0006433166682179303,heldout_section
D00_S0_C025_T012,D00,D00_S0,t_cell,12.0,train,1.114367827711326,1.123205200284882,-0.00883737257355599,heldout_section
D00_S0_C025_T024,D00,D00_S0,t_cell,24.0,train,2.491736365303982,2.4851335641480374,0.006602801155944693,heldout_section
D00_S0_C026_T000,D00,D00_S0,fibroblast,0.0,train,0.7015338939935275,0.702253424577324,-0.0007195305837964794,heldout_section
D00_S0_C026_T012,D00,D00_S0,fibroblast,12.0,train,1.1817180456508343,1.1887459036350974,-0.007027857984263086,heldout_section
D00_S0_C026_T024,D00,D00_S0,fibroblast,24.0,train,2.5062323466207466,2.5238554648884697,-0.017623118267723115,heldout_section
D00_S0_C027_T000,D00,D00_S0,fibroblast,0.0,train,0.6975066816556384,0.6935400102322979,0.0039666714233405065,heldout_section
D00_S0_C027_T012,D00,D00_S0,fibroblast,12.0,train,1.16694129020443,1.161721062480401,0.00522022772402897,heldout_section
D00_S0_C027_T024,D00,D00_S0,fibroblast,24.0,train,2.5850652847748417,2.5548589594511784,0.030206325323663297,heldout_section
D00_S0_C028_T000,D00,D00_S0,fibroblast,0.0,train,0.7099906334270365,0.7056873917864005,0.004303241640636002,heldout_section
D00_S0_C028_T012,D00,D00_S0,fibroblast,12.0,train,1.2049349005062313,1.2097716460291967,-0.004836745522965424,heldout_section
D00_S0_C028_T024,D00,D00_S0,fibroblast,24.0,train,2.5104939913040165,2.5288810985405052,-0.01838710723648873,heldout_section
D00_S0_C029_T000,D00,D00_S0,fibroblast,0.0,train,0.6926733233965362,0.6915099560906911,0.0011633673058450977,heldout_section
D00_S0_C029_T012,D00,D00_S0,fibroblast,12.0,train,1.1455150113445596,1.147137424723685,-0.001622413379125387,heldout_section
D00_S0_C029_T024,D00,D00_S0,fibroblast,24.0,train,2.5017594628945354,2.515813724017183,-0.014054261122647738,heldout_section
D00_S0_C030_T000,D00,D00_S0,t_cell,0.0,train,0.6290389734074289,0.6239377323079093,0.005101241099519593,heldout_section
D00_S0_C030_T012,D00,D00_S0,t_cell,12.0,train,1.1731454351776585,1.1745543901133169,-0.001408954935658402,heldout_section
D00_S0_C030_T024,D00,D00_S0,t_cell,24.0,train,2.5685656594821196,2.5370427254682353,0.031522934013884285,heldout_section
D00_S0_C031_T000,D00,D00_S0,tumor,0.0,train,0.9209914659230829,0.9267661014600256,-0.005774635536942685,heldout_section
D00_S0_C031_T012,D00,D00_S0,tumor,12.0,train,1.5269965124327425,1.5348195136245526,-0.00782300119181012,heldout_section
D00_S0_C031_T024,D00,D00_S0,tumor,24.0,train,2.6360039040480894,2.659910106774429,-0.023906202726339476,heldout_section
D00_S0_C032_T000,D00,D00_S0,fibroblast,0.0,train,0.7383308033553906,0.7242217776161248,0.014109025739265757,heldout_section
D00_S0_C032_T012,D00,D00_S0,fibroblast,12.0,train,1.3027244636228217,1.3011644218559881,0.0015600417668335531,heldout_section
D00_S0_C032_T024,D00,D00_S0,fibroblast,24.0,train,2.6241737317089857,2.626199722208685,-0.002025990499699315,heldout_section
D00_S0_C033_T000,D00,D00_S0,macrophage,0.0,train,0.6272272445352434,0.620935243758182,0.0062920007770613795,heldout_section
D00_S0_C033_T012,D00,D00_S0,macrophage,12.0,train,1.0627710533382866,1.0608023880313604,0.0019686653069261872,heldout_section
D00_S0_C033_T024,D00,D00_S0,macrophage,24.0,train,2.3994649691124104,2.4075477932663643,-0.008082824153953894,heldout_section
D00_S0_C034_T000,D00,D00_S0,t_cell,0.0,train,0.6453760263434908,0.6437418479878815,0.001634178355609306,heldout_section
D00_S0_C034_T012,D00,D00_S0,t_cell,12.0,train,1.1578735116769001,1.15873701148847,-0.0008634998115699677,heldout_section
D00_S0_C034_T024,D00,D00_S0,t_cell,24.0,train,2.5676420948888237,2.542960910591639,0.0246811842971848,heldout_section
D00_S0_C035_T000,D00,D00_S0,tumor,0.0,train,0.7466312660668563,0.7571505328146444,-0.010519266747788136,heldout_section
D00_S0_C035_T012,D00,D00_S0,tumor,12.0,train,1.204868129252547,1.2169943632901408,-0.01212623403759383,heldout_section
D00_S0_C035_T024,D00,D00_S0,tumor,24.0,train,2.440910513149904,2.481904335012598,-0.04099382186269418,heldout_section
D00_S1_C000_T000,D00,D00_S1,fibroblast,0.0,test,0.5470306060844663,0.5413046027639359,0.005726003320530415,heldout_section
D00_S1_C000_T012,D00,D00_S1,fibroblast,12.0,test,1.000158466242682,0.9987753924230626,0.0013830738196193293,heldout_section
D00_S1_C000_T024,D00,D00_S1,fibroblast,24.0,test,2.3410997542021863,2.3343978148567275,0.006701939345458818,heldout_section
D00_S1_C001_T000,D00,D00_S1,fibroblast,0.0,test,0.7098620117052209,0.7111846862905221,-0.00132267458530122,heldout_section
D00_S1_C001_T012,D00,D00_S1,fibroblast,12.0,test,1.1665408035912055,1.1707127061446054,-0.004171902553399942,heldout_section
D00_S1_C001_T024,D00,D00_S1,fibroblast,24.0,test,2.436241475219056,2.4615334286638695,-0.025291953444813497,heldout_section
D00_S1_C002_T000,D00,D00_S1,vascular,0.0,test,0.646552630986973,0.647024448240773,-0.00047181725379996653,heldout_section
D00_S1_C002_T012,D00,D00_S1,vascular,12.0,test,1.1213525347538724,1.1296423332495205,-0.008289798495648038,heldout_section
D00_S1_C002_T024,D00,D00_S1,vascular,24.0,test,2.455615584897518,2.4885114095692478,-0.03289582467172991,heldout_section
D00_S1_C003_T000,D00,D00_S1,t_cell,0.0,test,0.6430031268707376,0.6414712656093313,0.0015318612614062532,heldout_section
D00_S1_C003_T012,D00,D00_S1,t_cell,12.0,test,1.1754866066622551,1.1774024873231592,-0.0019158806609040901,heldout_section
D00_S1_C003_T024,D00,D00_S1,t_cell,24.0,test,2.488242419225821,2.514432211779218,-0.02618979255339715,heldout_section
D00_S1_C004_T000,D00,D00_S1,fibroblast,0.0,test,0.7486598957141134,0.7444890501831392,0.004170845530974243,heldout_section
D00_S1_C004_T012,D00,D00_S1,fibroblast,12.0,test,1.2323461613012314,1.2302152704152445,0.002130890885986947,heldout_section
D00_S1_C004_T024,D00,D00_S1,fibroblast,24.0,test,2.5269558111286488,2.5479417226124954,-0.020985911483846653,heldout_section
D00_S1_C005_T000,D00,D00_S1,t_cell,0.0,test,0.5385589201992457,0.5405948608473294,-0.002035940648083767,heldout_section
D00_S1_C005_T012,D00,D00_S1,t_cell,12.0,test,1.0154701139499007,1.0228104091115375,-0.007340295161636812,heldout_section
D00_S1_C005_T024,D00,D00_S1,t_cell,24.0,test,2.312972231169286,2.3270470455621926,-0.014074814392906365,heldout_section
D00_S1_C006_T000,D00,D00_S1,fibroblast,0.0,test,0.7314804335526495,0.7250047447695862,0.00647568878306326,heldout_section
D00_S1_C006_T012,D00,D00_S1,fibroblast,12.0,test,1.2312933393987875,1.231141457838887,0.00015188155990042418,heldout_section
D00_S1_C006_T024,D00,D00_S1,fibroblast,24.0,test,2.547782770264864,2.559163559725668,-0.011380789460803786,heldout_section
D00_S1_C007_T000,D00,D00_S1,macrophage,0.0,test,0.7327001478629429,0.7308870653350465,0.0018130825278963592,heldout_section
D00_S1_C007_T012,D00,D00_S1,macrophage,12.0,test,1.2210284596080365,1.226700234947638,-0.005671775339601393,heldout_section
D00_S1_C007_T024,D00,D00_S1,macrophage,24.0,test,2.480565347005306,2.513790767736816,-0.033225420731509914,heldout_section
D00_S1_C008_T000,D00,D00_S1,t_cell,0.0,test,0.6055731313195429,0.5906828303773783,0.014890300942164592,heldout_section
D00_S1_C008_T012,D00,D00_S1,t_cell,12.0,test,1.1671448567854235,1.1575648609529885,0.009579995832434962,heldout_section
D00_S1_C008_T024,D00,D00_S1,t_cell,24.0,test,2.5509512399417544,2.527761553744629,0.023189686197125248,heldout_section
D00_S1_C009_T000,D00,D00_S1,tumor,0.0,test,0.7658720611883251,0.7702531777423687,-0.004381116554043607,heldout_section
D00_S1_C009_T012,D00,D00_S1,tumor,12.0,test,1.2580619464345086,1.2607371636915097,-0.002675217257001039,heldout_section
D00_S1_C009_T024,D00,D00_S1,tumor,24.0,test,2.56569992469588,2.5677902421041603,-0.002090317408280473,heldout_section
D00_S1_C010_T000,D00,D00_S1,fibroblast,0.0,test,0.6544912534421796,0.6518962452677008,0.0025950081744787745,heldout_section
D00_S1_C010_T012,D00,D00_S1,fibroblast,12.0,test,1.1037653923558826,1.1016108199500318,0.0021545724058507076,heldout_section
D00_S1_C010_T024,D00,D00_S1,fibroblast,24.0,test,2.474165449074217,2.4897664740176975,-0.015601024943480368,heldout_section
D00_S1_C011_T000,D00,D00_S1,macrophage,0.0,test,0.7977734629154967,0.793639643968836,0.00413381894666065,heldout_section
D00_S1_C011_T012,D00,D00_S1,macrophage,12.0,test,1.3027417116259015,1.302841853174131,-0.00010014154822957089,heldout_section
D00_S1_C011_T024,D00,D00_S1,macrophage,24.0,test,2.5906628220840915,2.596114553203457,-0.005451731119365366,heldout_section
D00_S1_C012_T000,D00,D00_S1,tumor,0.0,test,0.8714885724833855,0.8699924439914901,0.0014961284918953988,heldout_section
D00_S1_C012_T012,D00,D00_S1,tumor,12.0,test,1.3952225087976704,1.3959418820909772,-0.0007193732933068464,heldout_section
D00_S1_C012_T024,D00,D00_S1,tumor,24.0,test,2.6022088346661376,2.617804753113384,-0.015595918447246504,heldout_section
D00_S1_C013_T000,D00,D00_S1,fibroblast,0.0,test,0.7505477793721251,0.7494625609529639,0.0010852184191612047,heldout_section
D00_S1_C013_T012,D00,D00_S1,fibroblast,12.0,test,1.2552481210367725,1.260554345029982,-0.005306223993209569,heldout_section
D00_S1_C013_T024,D00,D00_S1,fibroblast,24.0,test,2.4681248432759357,2.5040902710981863,-0.03596542782225054,heldout_section
D00_S1_C014_T000,D00,D00_S1,vascular,0.0,test,0.5254630902451047,0.5252706817729024,0.00019240847220236557,heldout_section
D00_S1_C014_T012,D00,D00_S1,vascular,12.0,test,1.0257781484214927,1.0292220151536022,-0.0034438667321095018,heldout_section
D00_S1_C014_T024,D00,D00_S1,vascular,24.0,test,2.415300259281111,2.4211070927367055,-0.005806833455594518,heldout_section
D00_S1_C015_T000,D00,D00_S1,t_cell,0.0,test,0.5917945657320183,0.5879756869798692,0.0038188787521490353,heldout_section
D00_S1_C015_T012,D00,D00_S1,t_cell,12.0,test,1.1145126942109131,1.1142476619800352,0.00026503223087792627,heldout_section
D00_S1_C015_T024,D00,D00_S1,t_cell,24.0,test,2.4682828756462536,2.472687558844544,-0.00440468319829046,heldout_section
D00_S1_C016_T000,D00,D00_S1,t_cell,0.0,test,0.6672957455023016,0.6682230383754104,-0.000927292873108776,heldout_section
D00_S1_C016_T012,D00,D00_S1,t_cell,12.0,test,1.1745870348814764,1.179072082876496,-0.0044850479950195865,heldout_section
D00_S1_C016_T024,D00,D00_S1,t_cell,24.0,test,2.4985938348322607,2.501280720249079,-0.0026868854168182743,heldout_section
D00_S1_C017_T000,D00,D00_S1,tumor,0.0,test,0.7766444565803431,0.7763450509771648,0.00029940560317831544,heldout_section
D00_S1_C017_T012,D00,D00_S1,tumor,12.0,test,1.3341158453512487,1.3370628243392726,-0.002946978988023874,heldout_section
D00_S1_C017_T024,D00,D00_S1,tumor,24.0,test,2.557575158375744,2.615474415027259,-0.057899256651515074,heldout_section
D00_S1_C018_T000,D00,D00_S1,t_cell,0.0,test,0.6480335399958621,0.6435809025671354,0.004452637428726702,heldout_section
D00_S1_C018_T012,D00,D00_S1,t_cell,12.0,test,1.1864507617596334,1.1870382805101791,-0.0005875187505457458,heldout_section
D00_S1_C018_T024,D00,D00_S1,t_cell,24.0,test,2.5318988340177353,2.555606046345099,-0.023707212327363614,heldout_section
D00_S1_C019_T000,D00,D00_S1,tumor,0.0,test,0.7758932405888959,0.7766635346332564,-0.0007702940443605755,heldout_section
D00_S1_C019_T012,D00,D00_S1,tumor,12.0,test,1.2874219079494698,1.2891810961757921,-0.0017591882263223724,heldout_section
D00_S1_C019_T024,D00,D00_S1,tumor,24.0,test,2.579748412572773,2.582026596959242,-0.0022781843864687623,heldout_section
D00_S1_C020_T000,D00,D00_S1,fibroblast,0.0,test,0.7958756990633904,0.7912194232715282,0.00465627579186223,heldout_section
D00_S1_C020_T012,D00,D00_S1,fibroblast,12.0,test,1.334808622094395,1.3358399515791963,-0.0010313294848012244,heldout_section
D00_S1_C020_T024,D00,D00_S1,fibroblast,24.0,test,2.6021327045909883,2.628279632032545,-0.026146927441556667,heldout_section
D00_S1_C021_T000,D00,D00_S1,tumor,0.0,test,0.8107902617451014,0.8172390163922438,-0.006448754647142452,heldout_section
D00_S1_C021_T012,D00,D00_S1,tumor,12.0,test,1.2990518356080611,1.3092689201020338,-0.010217084493972628,heldout_section
D00_S1_C021_T024,D00,D00_S1,tumor,24.0,test,2.5177337266753788,2.5520558197605876,-0.03432209308520884,heldout_section
D00_S1_C022_T000,D00,D00_S1,t_cell,0.0,test,0.6674872424636322,0.6683706214519473,-0.0008833789883150311,heldout_section
D00_S1_C022_T012,D00,D00_S1,t_cell,12.0,test,1.1516335043422816,1.1564297125314535,-0.004796208189171924,heldout_section
D00_S1_C022_T024,D00,D00_S1,t_cell,24.0,test,2.5112387223941357,2.5220663641487464,-0.010827641754610706,heldout_section
D00_S1_C023_T000,D00,D00_S1,fibroblast,0.0,test,0.7489629988702813,0.7379286630836319,0.011034335786649363,heldout_section
D00_S1_C023_T012,D00,D00_S1,fibroblast,12.0,test,1.310123586073835,1.3078390587976474,0.0022845272761875535,heldout_section
D00_S1_C023_T024,D00,D00_S1,fibroblast,24.0,test,2.630660851495866,2.628502069687355,0.0021587818085109234,heldout_section
D00_S1_C024_T000,D00,D00_S1,t_cell,0.0,test,0.6132705303893669,0.6074461606005732,0.005824369788793637,heldout_section
D00_S1_C024_T012,D00,D00_S1,t_cell,12.0,test,1.1033652600954644,1.1016311299838186,0.001734130111645804,heldout_section
D00_S1_C024_T024,D00,D00_S1,t_cell,24.0,test,2.4586733560167935,2.442490855069138,0.016182500947655498,heldout_section
D00_S1_C025_T000,D00,D00_S1,tumor,0.0,test,0.8224425323484758,0.8270971426960059,-0.004654610347530119,heldout_section
D00_S1_C025_T012,D00,D00_S1,tumor,12.0,test,1.3120361985326823,1.3126535445230698,-0.0006173459903875411,heldout_section
D00_S1_C025_T024,D00,D00_S1,tumor,24.0,test,2.5985046952842112,2.5982760919352583,0.000228603348952916,heldout_section
D00_S1_C026_T000,D00,D00_S1,fibroblast,0.0,test,0.7352763958657113,0.7340024208727096,0.0012739749930016364,heldout_section
D00_S1_C026_T012,D00,D00_S1,fibroblast,12.0,test,1.22117240729051,1.2220609412404184,-0.0008885339499085099,heldout_section
D00_S1_C026_T024,D00,D00_S1,fibroblast,24.0,test,2.489185036764467,2.4955149892720945,-0.006329952507627468,heldout_section
D00_S1_C027_T000,D00,D00_S1,t_cell,0.0,test,0.7188006483840892,0.7073394033636681,0.011461245020421118,heldout_section
D00_S1_C027_T012,D00,D00_S1,t_cell,12.0,test,1.322995399566394,1.3207380772235713,0.0022573223428226097,heldout_section
D00_S1_C027_T024,D00,D00_S1,t_cell,24.0,test,2.6242553390279135,2.641324806480464,-0.01706946745255067,heldout_section
D00_S1_C028_T000,D00,D00_S1,macrophage,0.0,test,0.7780009532997143,0.7679417737925599,0.010059179507154403,heldout_section
D00_S1_C028_T012,D00,D00_S1,macrophage,12.0,test,1.28776856887819,1.2834821725028807,0.004286396375309254,heldout_section
D00_S1_C028_T024,D00,D00_S1,macrophage,24.0,test,2.5224703416629506,2.552451164016093,-0.02998082235314259,heldout_section
D00_S1_C029_T000,D00,D00_S1,t_cell,0.0,test,0.6082778858926481,0.6090287966828435,-0.0007509107901954026,heldout_section
D00_S1_C029_T012,D00,D00_S1,t_cell,12.0,test,1.139234030145241,1.1414896855137002,-0.002255655368459175,heldout_section
D00_S1_C029_T024,D00,D00_S1,t_cell,24.0,test,2.48879290691801,2.4725230597393026,0.016269847178707497,heldout_section
D00_S1_C030_T000,D00,D00_S1,tumor,0.0,test,0.8686180598828551,0.8696230902222157,-0.001005030339360613,heldout_section
D00_S1_C030_T012,D00,D00_S1,tumor,12.0,test,1.4273376383309133,1.430972471129964,-0.0036348327990507467,heldout_section
D00_S1_C030_T024,D00,D00_S1,tumor,24.0,test,2.589336663395213,2.615587540914614,-0.02625087751940125,heldout_section
D00_S1_C031_T000,D00,D00_S1,fibroblast,0.0,test,0.6711414109675367,0.6732636791057197,-0.002122268138183059,heldout_section
D00_S1_C031_T012,D00,D00_S1,fibroblast,12.0,test,1.095775170309361,1.1003424775334278,-0.004567307224066841,heldout_section
D00_S1_C031_T024,D00,D00_S1,fibroblast,24.0,test,2.3852094920293947,2.394671006997947,-0.009461514968552187,heldout_section
D00_S1_C032_T000,D00,D00_S1,macrophage,0.0,test,0.7039463716378707,0.7038618036256807,8.456801218992283e-05,heldout_section
D00_S1_C032_T012,D00,D00_S1,macrophage,12.0,test,1.1224205530460618,1.1247570990235576,-0.002336545977495774,heldout_section
D00_S1_C032_T024,D00,D00_S1,macrophage,24.0,test,2.3946032413350196,2.4040287864952012,-0.009425545160181681,heldout_section
D00_S1_C033_T000,D00,D00_S1,t_cell,0.0,test,0.6077913660849066,0.6106073466377235,-0.0028159805528169546,heldout_section
D00_S1_C033_T012,D00,D00_S1,t_cell,12.0,test,1.0535079298988261,1.062679959307481,-0.009172029408654803,heldout_section
D00_S1_C033_T024,D00,D00_S1,t_cell,24.0,test,2.4062700312005525,2.4514530818696976,-0.045183050669145075,heldout_section
D00_S1_C034_T000,D00,D00_S1,vascular,0.0,test,0.4869181670119456,0.48122699261279056,0.005691174399155063,heldout_section
D00_S1_C034_T012,D00,D00_S1,vascular,12.0,test,0.969654710795874,0.9647885145820532,0.004866196213820784,heldout_section
