row_id,graph_type,source,target,weight
D00_S0_C028_T000,organelle,ER,mitochondria,0.6311626474315271
D00_S0_C028_T000,organelle,ER,Golgi,0.4733719855736453
D00_S0_C028_T000,organelle,mitochondria,lipid_droplet,0.43718688140169304
D00_S0_C029_T000,organelle,ER,mitochondria,0.5136576519076472
D00_S0_C029_T000,organelle,ER,Golgi,0.3852432389307354
D00_S0_C029_T000,organelle,mitochondria,lipid_droplet,0.36825998175734254
D00_S0_C030_T000,organelle,ER,mitochondria,0.6041197104151539
D00_S0_C030_T000,organelle,ER,Golgi,0.4530897828113654
D00_S0_C030_T000,organelle,mitochondria,lipid_droplet,0.42057915564362014
D00_S0_C031_T000,organelle,ER,mitochondria,0.8800198431245054
D00_S0_C031_T000,organelle,ER,Golgi,0.6600148823433791
D00_S0_C031_T000,organelle,mitochondria,lipid_droplet,0.6095804766139984
D00_S0_C032_T000,organelle,ER,mitochondria,0.6693349172599363
D00_S0_C032_T000,organelle,ER,Golgi,0.5020011879449522
D00_S0_C032_T000,organelle,mitochondria,lipid_droplet,0.4550552465485304
D00_S0_C033_T000,organelle,ER,mitochondria,0.31952263241776985
D00_S0_C033_T000,organelle,ER,Golgi,0.2396419743133274
D00_S0_C033_T000,organelle,mitochondria,lipid_droplet,0.2694959084188455
D00_S0_C034_T000,organelle,ER,mitochondria,0.2017335675844745
D00_S0_C034_T000,organelle,ER,Golgi,0.15130017568835588
D00_S0_C034_T000,organelle,mitochondria,lipid_droplet,0.184397436323831
D00_S0_C035_T000,organelle,ER,mitochondria,0.7933437695802538
D00_S0_C035_T000,organelle,ER,Golgi,0.5950078271851903
D00_S0_C035_T000,organelle,mitochondria,lipid_droplet,0.5498273592656993
D00_S0_C000_T012,organelle,ER,mitochondria,0.538836737398888
D00_S0_C000_T012,organelle,ER,Golgi,0.40412755304916603
D00_S0_C000_T012,organelle,mitochondria,lipid_droplet,0.4445271304241576
D00_S0_C001_T012,organelle,ER,mitochondria,0.946492394265599
D00_S0_C001_T012,organelle,ER,Golgi,0.7098692956991992
D00_S0_C001_T012,organelle,mitochondria,lipid_droplet,0.6609416106666779
D00_S0_C002_T012,organelle,ER,mitochondria,0.7811051947652279
D00_S0_C002_T012,organelle,ER,Golgi,0.5858288960739209
D00_S0_C002_T012,organelle,mitochondria,lipid_droplet,0.543129742502079
D00_S0_C003_T012,organelle,ER,mitochondria,0.7333587340863078
D00_S0_C003_T012,organelle,ER,Golgi,0.5500190505647309
D00_S0_C003_T012,organelle,mitochondria,lipid_droplet,0.5591884415939152
D00_S0_C004_T012,organelle,ER,mitochondria,0.7879903572062775
D00_S0_C004_T012,organelle,ER,Golgi,0.5909927679047081
D00_S0_C004_T012,organelle,mitochondria,lipid_droplet,0.6245372882946946
D00_S0_C005_T012,organelle,ER,mitochondria,0.9781996993377343
D00_S0_C005_T012,organelle,ER,Golgi,0.7336497745033007
D00_S0_C005_T012,organelle,mitochondria,lipid_droplet,0.7149209262238625
D00_S0_C006_T012,organelle,ER,mitochondria,0.7577438747449845
D00_S0_C006_T012,organelle,ER,Golgi,0.5683079060587384
D00_S0_C006_T012,organelle,mitochondria,lipid_droplet,0.5701973575026037
D00_S0_C007_T012,organelle,ER,mitochondria,0.6590858904131722
D00_S0_C007_T012,organelle,ER,Golgi,0.49431441780987917
D00_S0_C007_T012,organelle,mitochondria,lipid_droplet,0.482692759543335
D00_S0_C008_T012,organelle,ER,mitochondria,0.774063815895385
D00_S0_C008_T012,organelle,ER,Golgi,0.5805478619215387
D00_S0_C008_T012,organelle,mitochondria,lipid_droplet,0.5806888288449896
D00_S0_C009_T012,organelle,ER,mitochondria,0.8716807619793361
D00_S0_C009_T012,organelle,ER,Golgi,0.6537605714845021
D00_S0_C009_T012,organelle,mitochondria,lipid_droplet,0.5726204044113303
D00_S0_C010_T012,organelle,ER,mitochondria,0.5821878179110891
D00_S0_C010_T012,organelle,ER,Golgi,0.4366408634333168
D00_S0_C010_T012,organelle,mitochondria,lipid_droplet,0.4611051371596464
D00_S0_C011_T012,organelle,ER,mitochondria,1.0254487392678344
D00_S0_C011_T012,organelle,ER,Golgi,0.7690865544508758
D00_S0_C011_T012,organelle,mitochondria,lipid_droplet,0.7138267290959052
D00_S0_C012_T012,organelle,ER,mitochondria,0.9843922479660863
D00_S0_C012_T012,organelle,ER,Golgi,0.7382941859745646
D00_S0_C012_T012,organelle,mitochondria,lipid_droplet,0.7002575357067624
D00_S0_C013_T012,organelle,ER,mitochondria,0.7095524217765503
D00_S0_C013_T012,organelle,ER,Golgi,0.5321643163324128
D00_S0_C013_T012,organelle,mitochondria,lipid_droplet,0.5036360368486072
D00_S0_C014_T012,organelle,ER,mitochondria,0.9042070371135285
D00_S0_C014_T012,organelle,ER,Golgi,0.6781552778351463
D00_S0_C014_T012,organelle,mitochondria,lipid_droplet,0.6159387271141543
D00_S0_C015_T012,organelle,ER,mitochondria,0.8842918164583125
D00_S0_C015_T012,organelle,ER,Golgi,0.6632188623437343
D00_S0_C015_T012,organelle,mitochondria,lipid_droplet,0.6539652234246711
D00_S0_C016_T012,organelle,ER,mitochondria,0.7505909036834157
D00_S0_C016_T012,organelle,ER,Golgi,0.5629431777625618
D00_S0_C016_T012,organelle,mitochondria,lipid_droplet,0.5190193988156517
D00_S0_C017_T012,organelle,ER,mitochondria,0.669810841025738
D00_S0_C017_T012,organelle,ER,Golgi,0.5023581307693035
D00_S0_C017_T012,organelle,mitochondria,lipid_droplet,0.45501113260856496
D00_S0_C018_T012,organelle,ER,mitochondria,0.8528674433883618
D00_S0_C018_T012,organelle,ER,Golgi,0.6396505825412714
D00_S0_C018_T012,organelle,mitochondria,lipid_droplet,0.6223944431515873
D00_S0_C019_T012,organelle,ER,mitochondria,0.7634417792712276
D00_S0_C019_T012,organelle,ER,Golgi,0.5725813344534207
D00_S0_C019_T012,organelle,mitochondria,lipid_droplet,0.5640310062390472
D00_S0_C020_T012,organelle,ER,mitochondria,0.7594266998136129
D00_S0_C020_T012,organelle,ER,Golgi,0.5695700248602097
D00_S0_C020_T012,organelle,mitochondria,lipid_droplet,0.5147583874841221
D00_S0_C021_T012,organelle,ER,mitochondria,1.085732933484514
D00_S0_C021_T012,organelle,ER,Golgi,0.8142997001133856
D00_S0_C021_T012,organelle,mitochondria,lipid_droplet,0.7685464508820704
D00_S0_C022_T012,organelle,ER,mitochondria,0.6346452375679603
D00_S0_C022_T012,organelle,ER,Golgi,0.47598392817597024
D00_S0_C022_T012,organelle,mitochondria,lipid_droplet,0.5170987658673082
D00_S0_C023_T012,organelle,ER,mitochondria,0.681448521592319
D00_S0_C023_T012,organelle,ER,Golgi,0.5110863911942392
D00_S0_C023_T012,organelle,mitochondria,lipid_droplet,0.5044382413330437
D00_S0_C024_T012,organelle,ER,mitochondria,0.5967563775465268
D00_S0_C024_T012,organelle,ER,Golgi,0.4475672831598951
D00_S0_C024_T012,organelle,mitochondria,lipid_droplet,0.4098973007114371
D00_S0_C025_T012,organelle,ER,mitochondria,0.9853872232933256
D00_S0_C025_T012,organelle,ER,Golgi,0.7390404174699943
D00_S0_C025_T012,organelle,mitochondria,lipid_droplet,0.6446437840364259
D00_S0_C026_T012,organelle,ER,mitochondria,0.6471758576846403
D00_S0_C026_T012,organelle,ER,Golgi,0.4853818932634802
D00_S0_C026_T012,organelle,mitochondria,lipid_droplet,0.470377586733402
D00_S0_C027_T012,organelle,ER,mitochondria,0.6003447414715871
D00_S0_C027_T012,organelle,ER,Golgi,0.45025855610369037
D00_S0_C027_T012,organelle,mitochondria,lipid_droplet,0.4447259245861799
D00_S0_C028_T012,organelle,ER,mitochondria,0.7635732756377973
D00_S0_C028_T012,organelle,ER,Golgi,0.572679956728348
D00_S0_C028_T012,organelle,mitochondria,lipid_droplet,0.5476344102242701
D00_S0_C029_T012,organelle,ER,mitochondria,0.7287661884354599
D00_S0_C029_T012,organelle,ER,Golgi,0.546574641326595
D00_S0_C029_T012,organelle,mitochondria,lipid_droplet,0.514160954209617
D00_S0_C030_T012,organelle,ER,mitochondria,0.883217984025554
D00_S0_C030_T012,organelle,ER,Golgi,0.6624134880191654
D00_S0_C030_T012,organelle,mitochondria,lipid_droplet,0.6077179028795995
D00_S0_C031_T012,organelle,ER,mitochondria,1.1195023910914637
D00_S0_C031_T012,organelle,ER,Golgi,0.8396267933185977
D00_S0_C031_T012,organelle,mitochondria,lipid_droplet,0.8055391770601491
D00_S0_C032_T012,organelle,ER,mitochondria,0.9126323345958046
D00_S0_C032_T012,organelle,ER,Golgi,0.6844742509468534
D00_S0_C032_T012,organelle,mitochondria,lipid_droplet,0.6252156637181735
D00_S0_C033_T012,organelle,ER,mitochondria,0.50926950979738
D00_S0_C033_T012,organelle,ER,Golgi,0.38195213234803493
D00_S0_C033_T012,organelle,mitochondria,lipid_droplet,0.3947615048034835
D00_S0_C034_T012,organelle,ER,mitochondria,0.37084251368201976
D00_S0_C034_T012,organelle,ER,Golgi,0.27813188526151483
D00_S0_C034_T012,organelle,mitochondria,lipid_droplet,0.31649950847742875
D00_S0_C035_T012,organelle,ER,mitochondria,0.9616047118003364
D00_S0_C035_T012,organelle,ER,Golgi,0.7212035338502523
D00_S0_C035_T012,organelle,mitochondria,lipid_droplet,0.6797734264753852
D00_S0_C000_T024,organelle,ER,mitochondria,0.8165396189153732
D00_S0_C000_T024,organelle,ER,Golgi,0.6124047141865299
D00_S0_C000_T024,organelle,mitochondria,lipid_droplet,0.6450967904034552
D00_S0_C001_T024,organelle,ER,mitochondria,1.308456799255283
D00_S0_C001_T024,organelle,ER,Golgi,0.9813425994414622
D00_S0_C001_T024,organelle,mitochondria,lipid_droplet,0.9156512395904057
D00_S0_C002_T024,organelle,ER,mitochondria,1.0099522018984548
D00_S0_C002_T024,organelle,ER,Golgi,0.7574641514238412
D00_S0_C002_T024,organelle,mitochondria,lipid_droplet,0.7493935565845862
D00_S0_C003_T024,organelle,ER,mitochondria,1.0821173267270299
D00_S0_C003_T024,organelle,ER,Golgi,0.8115879950452725
D00_S0_C003_T024,organelle,mitochondria,lipid_droplet,0.7911645296998664
D00_S0_C004_T024,organelle,ER,mitochondria,1.1020941096731436
D00_S0_C004_T024,organelle,ER,Golgi,0.8265705822548577
D00_S0_C004_T024,organelle,mitochondria,lipid_droplet,0.8021517603202291
D00_S0_C005_T024,organelle,ER,mitochondria,1.2935642422236935
D00_S0_C005_T024,organelle,ER,Golgi,0.9701731816677701
D00_S0_C005_T024,organelle,mitochondria,lipid_droplet,0.9074603332230315
D00_S0_C006_T024,organelle,ER,mitochondria,1.0461365416943598
D00_S0_C006_T024,organelle,ER,Golgi,0.7846024062707698
D00_S0_C006_T024,organelle,mitochondria,lipid_droplet,0.7713750979318978
D00_S0_C007_T024,organelle,ER,mitochondria,0.9463637742982433
D00_S0_C007_T024,organelle,ER,Golgi,0.7097728307236825
D00_S0_C007_T024,organelle,mitochondria,lipid_droplet,0.7165000758640339
D00_S0_C008_T024,organelle,ER,mitochondria,1.0416032687680965
D00_S0_C008_T024,organelle,ER,Golgi,0.7812024515760724
D00_S0_C008_T024,organelle,mitochondria,lipid_droplet,0.7688817978224531
D00_S0_C009_T024,organelle,ER,mitochondria,1.1711366778360581
D00_S0_C009_T024,organelle,ER,Golgi,0.8783525083770436
D00_S0_C009_T024,organelle,mitochondria,lipid_droplet,0.8171847283150151
D00_S0_C010_T024,organelle,ER,mitochondria,0.8601363495435534
D00_S0_C010_T024,organelle,ER,Golgi,0.6451022621576651
D00_S0_C010_T024,organelle,mitochondria,lipid_droplet,0.6690749922489545
D00_S0_C011_T024,organelle,ER,mitochondria,1.3934727450768754
D00_S0_C011_T024,organelle,ER,Golgi,1.0451045588076564
D00_S0_C011_T024,organelle,mitochondria,lipid_droplet,0.9624100097922814
D00_S0_C012_T024,organelle,ER,mitochondria,1.2744827263074445
D00_S0_C012_T024,organelle,ER,Golgi,0.9558620447305834
D00_S0_C012_T024,organelle,mitochondria,lipid_droplet,0.8969654994690945
D00_S0_C013_T024,organelle,ER,mitochondria,0.973198753534171
D00_S0_C013_T024,organelle,ER,Golgi,0.7298990651506282
D00_S0_C013_T024,organelle,mitochondria,lipid_droplet,0.7234014087102008
D00_S0_C014_T024,organelle,ER,mitochondria,1.260510468662216
D00_S0_C014_T024,organelle,ER,Golgi,0.945382851496662
D00_S0_C014_T024,organelle,mitochondria,lipid_droplet,0.8892807577642188
D00_S0_C015_T024,organelle,ER,mitochondria,1.2083234750143799
D00_S0_C015_T024,organelle,ER,Golgi,0.9062426062607849
D00_S0_C015_T024,organelle,mitochondria,lipid_droplet,0.8605779112579091
D00_S0_C016_T024,organelle,ER,mitochondria,1.0167993753485909
D00_S0_C016_T024,organelle,ER,Golgi,0.7625995315114431
D00_S0_C016_T024,organelle,mitochondria,lipid_droplet,0.739670614631937
D00_S0_C017_T024,organelle,ER,mitochondria,1.0355521310720308
D00_S0_C017_T024,organelle,ER,Golgi,0.7766640983040232
D00_S0_C017_T024,organelle,mitochondria,lipid_droplet,0.7308324020354319
D00_S0_C018_T024,organelle,ER,mitochondria,1.1012149760275354
D00_S0_C018_T024,organelle,ER,Golgi,0.8259112320206515
D00_S0_C018_T024,organelle,mitochondria,lipid_droplet,0.8016682368151444
D00_S0_C019_T024,organelle,ER,mitochondria,0.9957264099483293
D00_S0_C019_T024,organelle,ER,Golgi,0.7467948074612469
D00_S0_C019_T024,organelle,mitochondria,lipid_droplet,0.7436495254715811
D00_S0_C020_T024,organelle,ER,mitochondria,1.0753887133835935
D00_S0_C020_T024,organelle,ER,Golgi,0.8065415350376952
D00_S0_C020_T024,organelle,mitochondria,lipid_droplet,0.7651749154334313
D00_S0_C021_T024,organelle,ER,mitochondria,1.4136184287757054
D00_S0_C021_T024,organelle,ER,Golgi,1.0602138215817791
D00_S0_C021_T024,organelle,mitochondria,lipid_droplet,0.9734901358266381
D00_S0_C022_T024,organelle,ER,mitochondria,0.928638496198503
D00_S0_C022_T024,organelle,ER,Golgi,0.6964788721488773
D00_S0_C022_T024,organelle,mitochondria,lipid_droplet,0.7067511729091767
D00_S0_C023_T024,organelle,ER,mitochondria,0.935505428693937
D00_S0_C023_T024,organelle,ER,Golgi,0.7016290715204527
D00_S0_C023_T024,organelle,mitochondria,lipid_droplet,0.7076968419867753
D00_S0_C024_T024,organelle,ER,mitochondria,0.8480291664145427
D00_S0_C024_T024,organelle,ER,Golgi,0.636021874810907
D00_S0_C024_T024,organelle,mitochondria,lipid_droplet,0.6190279160079173
D00_S0_C025_T024,organelle,ER,mitochondria,1.3537171674358879
D00_S0_C025_T024,organelle,ER,Golgi,1.015287875576916
D00_S0_C025_T024,organelle,mitochondria,lipid_droplet,0.9254868032075352
D00_S0_C026_T024,organelle,ER,mitochondria,0.9938085115881031
D00_S0_C026_T024,organelle,ER,Golgi,0.7453563836910774
D00_S0_C026_T024,organelle,mitochondria,lipid_droplet,0.7344071315577292
D00_S0_C027_T024,organelle,ER,mitochondria,0.8967555200957436
D00_S0_C027_T024,organelle,ER,Golgi,0.6725666400718077
D00_S0_C027_T024,organelle,mitochondria,lipid_droplet,0.6892155360526591
D00_S0_C028_T024,organelle,ER,mitochondria,1.121545488820079
D00_S0_C028_T024,organelle,ER,Golgi,0.8411591166150594
D00_S0_C028_T024,organelle,mitochondria,lipid_droplet,0.8128500188510435
D00_S0_C029_T024,organelle,ER,mitochondria,1.0060033983085828
D00_S0_C029_T024,organelle,ER,Golgi,0.7545025487314371
D00_S0_C029_T024,organelle,mitochondria,lipid_droplet,0.7493018690697206
D00_S0_C030_T024,organelle,ER,mitochondria,1.1823106258477922
D00_S0_C030_T024,organelle,ER,Golgi,0.8867329693858441
D00_S0_C030_T024,organelle,mitochondria,lipid_droplet,0.8462708442162858
D00_S0_C031_T024,organelle,ER,mitochondria,1.440545978419995
D00_S0_C031_T024,organelle,ER,Golgi,1.0804094838149962
D00_S0_C031_T024,organelle,mitochondria,lipid_droplet,0.9883002881309972
D00_S0_C032_T024,organelle,ER,mitochondria,1.2554732967939375
D00_S0_C032_T024,organelle,ER,Golgi,0.9416049725954532
D00_S0_C032_T024,organelle,mitochondria,lipid_droplet,0.8865103132366656
D00_S0_C033_T024,organelle,ER,mitochondria,0.8222204127055673
D00_S0_C033_T024,organelle,ER,Golgi,0.6166653095291755
D00_S0_C033_T024,organelle,mitochondria,lipid_droplet,0.6366188128542933
D00_S0_C034_T024,organelle,ER,mitochondria,0.7360143951193292
D00_S0_C034_T024,organelle,ER,Golgi,0.5520107963394969
D00_S0_C034_T024,organelle,mitochondria,lipid_droplet,0.5942301246511914
D00_S0_C035_T024,organelle,ER,mitochondria,1.2208274535369579
D00_S0_C035_T024,organelle,ER,Golgi,0.9156205901527183
D00_S0_C035_T024,organelle,mitochondria,lipid_droplet,0.867455099445327
D00_S0_C000_T048,organelle,ER,mitochondria,1.3719343439879597
D00_S0_C000_T048,organelle,ER,Golgi,1.0289507579909698
D00_S0_C000_T048,organelle,mitochondria,lipid_droplet,0.9505638891933779
D00_S0_C001_T048,organelle,ER,mitochondria,1.8
D00_S0_C001_T048,organelle,ER,Golgi,1.35
D00_S0_C001_T048,organelle,mitochondria,lipid_droplet,1.1860000000000002
D00_S0_C002_T048,organelle,ER,mitochondria,1.595167779685685
D00_S0_C002_T048,organelle,ER,Golgi,1.1963758347642637
D00_S0_C002_T048,organelle,mitochondria,lipid_droplet,1.0733422788271267
D00_S0_C003_T048,organelle,ER,mitochondria,1.6240377559932346
D00_S0_C003_T048,organelle,ER,Golgi,1.218028316994926
D00_S0_C003_T048,organelle,mitochondria,lipid_droplet,1.0892207657962791
D00_S0_C004_T048,organelle,ER,mitochondria,1.6023648614281643
D00_S0_C004_T048,organelle,ER,Golgi,1.2017736460711232
D00_S0_C004_T048,organelle,mitochondria,lipid_droplet,1.0773006737854904
D00_S0_C005_T048,organelle,ER,mitochondria,1.7689797973172554
D00_S0_C005_T048,organelle,ER,Golgi,1.3267348479879415
D00_S0_C005_T048,organelle,mitochondria,lipid_droplet,1.1689388885244905
D00_S0_C006_T048,organelle,ER,mitochondria,1.6412962877612476
D00_S0_C006_T048,organelle,ER,Golgi,1.2309722158209357
D00_S0_C006_T048,organelle,mitochondria,lipid_droplet,1.0987129582686863
D00_S0_C007_T048,organelle,ER,mitochondria,1.5454808706917456
D00_S0_C007_T048,organelle,ER,Golgi,1.1591106530188091
D00_S0_C007_T048,organelle,mitochondria,lipid_droplet,1.0460144788804602
D00_S0_C008_T048,organelle,ER,mitochondria,1.5706887430698535
D00_S0_C008_T048,organelle,ER,Golgi,1.1780165573023902
D00_S0_C008_T048,organelle,mitochondria,lipid_droplet,1.0598788086884194
D00_S0_C009_T048,organelle,ER,mitochondria,1.7753157706276803
D00_S0_C009_T048,organelle,ER,Golgi,1.3314868279707603
D00_S0_C009_T048,organelle,mitochondria,lipid_droplet,1.1724236738452243
D00_S0_C010_T048,organelle,ER,mitochondria,1.4044248254120482
D00_S0_C010_T048,organelle,ER,Golgi,1.053318619059036
D00_S0_C010_T048,organelle,mitochondria,lipid_droplet,0.9684336539766265
D00_S0_C011_T048,organelle,ER,mitochondria,1.8
D00_S0_C011_T048,organelle,ER,Golgi,1.35
D00_S0_C011_T048,organelle,mitochondria,lipid_droplet,1.1860000000000002
D00_S0_C012_T048,organelle,ER,mitochondria,1.798602904937277
D00_S0_C012_T048,organelle,ER,Golgi,1.3489521787029577
D00_S0_C012_T048,organelle,mitochondria,lipid_droplet,1.1852315977155023
D00_S0_C013_T048,organelle,ER,mitochondria,1.6068867414532653
D00_S0_C013_T048,organelle,ER,Golgi,1.205165056089949
D00_S0_C013_T048,organelle,mitochondria,lipid_droplet,1.079787707799296
D00_S0_C014_T048,organelle,ER,mitochondria,1.7530984354386172
D00_S0_C014_T048,organelle,ER,Golgi,1.314823826578963
D00_S0_C014_T048,organelle,mitochondria,lipid_droplet,1.1602041394912395
D00_S0_C015_T048,organelle,ER,mitochondria,1.6303383447550757
D00_S0_C015_T048,organelle,ER,Golgi,1.2227537585663066
D00_S0_C015_T048,organelle,mitochondria,lipid_droplet,1.0926860896152917
D00_S0_C016_T048,organelle,ER,mitochondria,1.581025575375622
D00_S0_C016_T048,organelle,ER,Golgi,1.1857691815317164
D00_S0_C016_T048,organelle,mitochondria,lipid_droplet,1.0655640664565922
D00_S0_C017_T048,organelle,ER,mitochondria,1.680265036926677
D00_S0_C017_T048,organelle,ER,Golgi,1.2601987776950077
D00_S0_C017_T048,organelle,mitochondria,lipid_droplet,1.1201457703096724
D00_S0_C018_T048,organelle,ER,mitochondria,1.636832417687039
D00_S0_C018_T048,organelle,ER,Golgi,1.2276243132652793
D00_S0_C018_T048,organelle,mitochondria,lipid_droplet,1.0962578297278716
D00_S0_C019_T048,organelle,ER,mitochondria,1.5549231874914542
D00_S0_C019_T048,organelle,ER,Golgi,1.1661923906185907
D00_S0_C019_T048,organelle,mitochondria,lipid_droplet,1.0512077531203
D00_S0_C020_T048,organelle,ER,mitochondria,1.7475994257533423
D00_S0_C020_T048,organelle,ER,Golgi,1.3106995693150068
D00_S0_C020_T048,organelle,mitochondria,lipid_droplet,1.1571796841643383
D00_S0_C021_T048,organelle,ER,mitochondria,1.8
D00_S0_C021_T048,organelle,ER,Golgi,1.35
D00_S0_C021_T048,organelle,mitochondria,lipid_droplet,1.1860000000000002
D00_S0_C022_T048,organelle,ER,mitochondria,1.4152565015290888
D00_S0_C022_T048,organelle,ER,Golgi,1.0614423761468166
D00_S0_C022_T048,organelle,mitochondria,lipid_droplet,0.9743910758409988
D00_S0_C023_T048,organelle,ER,mitochondria,1.5146889584010912
D00_S0_C023_T048,organelle,ER,Golgi,1.1360167188008183
D00_S0_C023_T048,organelle,mitochondria,lipid_droplet,1.0290789271206002
D00_S0_C024_T048,organelle,ER,mitochondria,1.4586456614870538
