row_id,graph_type,source,target,weight
D00_S0_C027_T000,regulatory,ATF4,stress_adaptation,0.5278983949385238
D00_S0_C027_T000,regulatory,NFkB,inflammation,0.5113149181945033
D00_S0_C028_T000,regulatory,XBP1,proteostasis,0.8250935046112193
D00_S0_C028_T000,regulatory,ATF4,stress_adaptation,0.5795621038929867
D00_S0_C028_T000,regulatory,NFkB,inflammation,0.5926920939907526
D00_S0_C029_T000,regulatory,XBP1,proteostasis,0.5468848862887238
D00_S0_C029_T000,regulatory,ATF4,stress_adaptation,0.41397290012740073
D00_S0_C029_T000,regulatory,NFkB,inflammation,0.4556010056653287
D00_S0_C030_T000,regulatory,XBP1,proteostasis,0.4086755623685399
D00_S0_C030_T000,regulatory,ATF4,stress_adaptation,0.3208959463486192
D00_S0_C030_T000,regulatory,NFkB,inflammation,0.2142336183957996
D00_S0_C031_T000,regulatory,XBP1,proteostasis,0.6146939465507734
D00_S0_C031_T000,regulatory,ATF4,stress_adaptation,0.5309911803884907
D00_S0_C031_T000,regulatory,NFkB,inflammation,0.42630304450713213
D00_S0_C032_T000,regulatory,XBP1,proteostasis,0.6031856245649565
D00_S0_C032_T000,regulatory,ATF4,stress_adaptation,0.4683136900113898
D00_S0_C032_T000,regulatory,NFkB,inflammation,0.4638891836419031
D00_S0_C033_T000,regulatory,XBP1,proteostasis,0.8157958804097278
D00_S0_C033_T000,regulatory,ATF4,stress_adaptation,0.563302736663082
D00_S0_C033_T000,regulatory,NFkB,inflammation,0.6281840782519887
D00_S0_C034_T000,regulatory,XBP1,proteostasis,0.4503315227514059
D00_S0_C034_T000,regulatory,ATF4,stress_adaptation,0.3728707308861193
D00_S0_C034_T000,regulatory,NFkB,inflammation,0.2559511516269517
D00_S0_C035_T000,regulatory,XBP1,proteostasis,0.6554537122338869
D00_S0_C035_T000,regulatory,ATF4,stress_adaptation,0.5034239052339738
D00_S0_C035_T000,regulatory,NFkB,inflammation,0.42385800360142223
D00_S0_C000_T012,regulatory,XBP1,proteostasis,0.939435977500371
D00_S0_C000_T012,regulatory,ATF4,stress_adaptation,0.7591858779245455
D00_S0_C000_T012,regulatory,NFkB,inflammation,0.7106046670480235
D00_S0_C001_T012,regulatory,XBP1,proteostasis,0.764024279803764
D00_S0_C001_T012,regulatory,ATF4,stress_adaptation,0.6227265756419902
D00_S0_C001_T012,regulatory,NFkB,inflammation,0.7026909419276719
D00_S0_C002_T012,regulatory,XBP1,proteostasis,0.5050894783407952
D00_S0_C002_T012,regulatory,ATF4,stress_adaptation,0.4330119236892237
D00_S0_C002_T012,regulatory,NFkB,inflammation,0.5193388305688791
D00_S0_C003_T012,regulatory,XBP1,proteostasis,0.7548953748010382
D00_S0_C003_T012,regulatory,ATF4,stress_adaptation,0.6376035773822096
D00_S0_C003_T012,regulatory,NFkB,inflammation,0.6949609471184806
D00_S0_C004_T012,regulatory,XBP1,proteostasis,0.7068743335668677
D00_S0_C004_T012,regulatory,ATF4,stress_adaptation,0.6467343903162734
D00_S0_C004_T012,regulatory,NFkB,inflammation,0.6338127165400901
D00_S0_C005_T012,regulatory,XBP1,proteostasis,0.5311746394187884
D00_S0_C005_T012,regulatory,ATF4,stress_adaptation,0.48758025616147993
D00_S0_C005_T012,regulatory,NFkB,inflammation,0.4942428671285468
D00_S0_C006_T012,regulatory,XBP1,proteostasis,0.4040805868167858
D00_S0_C006_T012,regulatory,ATF4,stress_adaptation,0.39422777963292444
D00_S0_C006_T012,regulatory,NFkB,inflammation,0.4929052555922373
D00_S0_C007_T012,regulatory,XBP1,proteostasis,0.8284355130156311
D00_S0_C007_T012,regulatory,ATF4,stress_adaptation,0.6462585269724908
D00_S0_C007_T012,regulatory,NFkB,inflammation,0.6830062597854568
D00_S0_C008_T012,regulatory,XBP1,proteostasis,0.6703308014641005
D00_S0_C008_T012,regulatory,ATF4,stress_adaptation,0.5887345923081596
D00_S0_C008_T012,regulatory,NFkB,inflammation,0.5499954288158279
D00_S0_C009_T012,regulatory,XBP1,proteostasis,0.5990960964098048
D00_S0_C009_T012,regulatory,ATF4,stress_adaptation,0.4848843422192437
D00_S0_C009_T012,regulatory,NFkB,inflammation,0.4226577546035004
D00_S0_C010_T012,regulatory,XBP1,proteostasis,0.7706090295373274
D00_S0_C010_T012,regulatory,ATF4,stress_adaptation,0.6355244847220716
D00_S0_C010_T012,regulatory,NFkB,inflammation,0.5937144042376826
D00_S0_C011_T012,regulatory,XBP1,proteostasis,0.5288070990370334
D00_S0_C011_T012,regulatory,ATF4,stress_adaptation,0.4870905496648008
D00_S0_C011_T012,regulatory,NFkB,inflammation,0.5650617520212857
D00_S0_C012_T012,regulatory,XBP1,proteostasis,0.7209434756506324
D00_S0_C012_T012,regulatory,ATF4,stress_adaptation,0.6553964144712308
D00_S0_C012_T012,regulatory,NFkB,inflammation,0.5885860636207595
D00_S0_C013_T012,regulatory,XBP1,proteostasis,0.5661965884409168
D00_S0_C013_T012,regulatory,ATF4,stress_adaptation,0.48582741091381404
D00_S0_C013_T012,regulatory,NFkB,inflammation,0.4124402813755248
D00_S0_C014_T012,regulatory,XBP1,proteostasis,0.6169990651555592
D00_S0_C014_T012,regulatory,ATF4,stress_adaptation,0.5255020971396045
D00_S0_C014_T012,regulatory,NFkB,inflammation,0.5720652280169122
D00_S0_C015_T012,regulatory,XBP1,proteostasis,0.7231969282753428
D00_S0_C015_T012,regulatory,ATF4,stress_adaptation,0.6549789078661208
D00_S0_C015_T012,regulatory,NFkB,inflammation,0.6408834870748522
D00_S0_C016_T012,regulatory,XBP1,proteostasis,0.3524257622349902
D00_S0_C016_T012,regulatory,ATF4,stress_adaptation,0.32539795921447373
D00_S0_C016_T012,regulatory,NFkB,inflammation,0.4670056203154829
D00_S0_C017_T012,regulatory,XBP1,proteostasis,0.7431681016172119
D00_S0_C017_T012,regulatory,ATF4,stress_adaptation,0.6061548930614569
D00_S0_C017_T012,regulatory,NFkB,inflammation,0.44071310074610603
D00_S0_C018_T012,regulatory,XBP1,proteostasis,0.5181083929767564
D00_S0_C018_T012,regulatory,ATF4,stress_adaptation,0.49884828335046744
D00_S0_C018_T012,regulatory,NFkB,inflammation,0.5146798056406086
D00_S0_C019_T012,regulatory,XBP1,proteostasis,0.6937231651206981
D00_S0_C019_T012,regulatory,ATF4,stress_adaptation,0.585324292719271
D00_S0_C019_T012,regulatory,NFkB,inflammation,0.5560068686532502
D00_S0_C020_T012,regulatory,XBP1,proteostasis,0.6844193052469948
D00_S0_C020_T012,regulatory,ATF4,stress_adaptation,0.558735718496062
D00_S0_C020_T012,regulatory,NFkB,inflammation,0.4524382121928071
D00_S0_C021_T012,regulatory,XBP1,proteostasis,0.7385816857643023
D00_S0_C021_T012,regulatory,ATF4,stress_adaptation,0.6318879873510399
D00_S0_C021_T012,regulatory,NFkB,inflammation,0.6564177271521284
D00_S0_C022_T012,regulatory,XBP1,proteostasis,0.5531049449402841
D00_S0_C022_T012,regulatory,ATF4,stress_adaptation,0.5274845427650199
D00_S0_C022_T012,regulatory,NFkB,inflammation,0.5344073281945513
D00_S0_C023_T012,regulatory,XBP1,proteostasis,0.384896889916425
D00_S0_C023_T012,regulatory,ATF4,stress_adaptation,0.33576951542662714
D00_S0_C023_T012,regulatory,NFkB,inflammation,0.5116472147381372
D00_S0_C024_T012,regulatory,XBP1,proteostasis,0.3511119542837558
D00_S0_C024_T012,regulatory,ATF4,stress_adaptation,0.3254542184611612
D00_S0_C024_T012,regulatory,NFkB,inflammation,0.33463177173381525
D00_S0_C025_T012,regulatory,XBP1,proteostasis,0.6587645160240817
D00_S0_C025_T012,regulatory,ATF4,stress_adaptation,0.5360469773741493
D00_S0_C025_T012,regulatory,NFkB,inflammation,0.4631561116876216
D00_S0_C026_T012,regulatory,XBP1,proteostasis,0.44080136430420347
D00_S0_C026_T012,regulatory,ATF4,stress_adaptation,0.41431431957785236
D00_S0_C026_T012,regulatory,NFkB,inflammation,0.49085259622080313
D00_S0_C027_T012,regulatory,XBP1,proteostasis,0.8774116302910135
D00_S0_C027_T012,regulatory,ATF4,stress_adaptation,0.6959533341216638
D00_S0_C027_T012,regulatory,NFkB,inflammation,0.6654735772428345
D00_S0_C028_T012,regulatory,XBP1,proteostasis,0.8972509819664011
D00_S0_C028_T012,regulatory,ATF4,stress_adaptation,0.6899080300028466
D00_S0_C028_T012,regulatory,NFkB,inflammation,0.6979951657526706
D00_S0_C029_T012,regulatory,XBP1,proteostasis,0.6493251449646985
D00_S0_C029_T012,regulatory,ATF4,stress_adaptation,0.5401040042104492
D00_S0_C029_T012,regulatory,NFkB,inflammation,0.5923964795002588
D00_S0_C030_T012,regulatory,XBP1,proteostasis,0.5035978304566371
D00_S0_C030_T012,regulatory,ATF4,stress_adaptation,0.46582396135386495
D00_S0_C030_T012,regulatory,NFkB,inflammation,0.37461011661178517
D00_S0_C031_T012,regulatory,XBP1,proteostasis,0.6844519791877727
D00_S0_C031_T012,regulatory,ATF4,stress_adaptation,0.6330462653546118
D00_S0_C031_T012,regulatory,NFkB,inflammation,0.5992654984969373
D00_S0_C032_T012,regulatory,XBP1,proteostasis,0.6986049330266663
D00_S0_C032_T012,regulatory,ATF4,stress_adaptation,0.6216808815697267
D00_S0_C032_T012,regulatory,NFkB,inflammation,0.5671982386535144
D00_S0_C033_T012,regulatory,XBP1,proteostasis,0.948611148921392
D00_S0_C033_T012,regulatory,ATF4,stress_adaptation,0.7203593439485498
D00_S0_C033_T012,regulatory,NFkB,inflammation,0.7430811778159401
D00_S0_C034_T012,regulatory,XBP1,proteostasis,0.6247653879049773
D00_S0_C034_T012,regulatory,ATF4,stress_adaptation,0.5631022273569931
D00_S0_C034_T012,regulatory,NFkB,inflammation,0.42231854089980747
D00_S0_C035_T012,regulatory,XBP1,proteostasis,0.7251429451924828
D00_S0_C035_T012,regulatory,ATF4,stress_adaptation,0.5932111010975357
D00_S0_C035_T012,regulatory,NFkB,inflammation,0.5675833800048632
D00_S0_C000_T024,regulatory,XBP1,proteostasis,1.0631197501208522
D00_S0_C000_T024,regulatory,ATF4,stress_adaptation,0.9125958576730684
D00_S0_C000_T024,regulatory,NFkB,inflammation,0.939505076368074
D00_S0_C001_T024,regulatory,XBP1,proteostasis,0.8567613789871589
D00_S0_C001_T024,regulatory,ATF4,stress_adaptation,0.7704635091196337
D00_S0_C001_T024,regulatory,NFkB,inflammation,0.9147720067214897
D00_S0_C002_T024,regulatory,XBP1,proteostasis,0.6051436031331483
D00_S0_C002_T024,regulatory,ATF4,stress_adaptation,0.5665146184225167
D00_S0_C002_T024,regulatory,NFkB,inflammation,0.6771083774494986
D00_S0_C003_T024,regulatory,XBP1,proteostasis,0.916930643896701
D00_S0_C003_T024,regulatory,ATF4,stress_adaptation,0.839099443093102
D00_S0_C003_T024,regulatory,NFkB,inflammation,0.9506689309376464
D00_S0_C004_T024,regulatory,XBP1,proteostasis,0.8354033301931507
D00_S0_C004_T024,regulatory,ATF4,stress_adaptation,0.825965380712449
D00_S0_C004_T024,regulatory,NFkB,inflammation,0.8797098988638143
D00_S0_C005_T024,regulatory,XBP1,proteostasis,0.673040022766307
D00_S0_C005_T024,regulatory,ATF4,stress_adaptation,0.6632377493076476
D00_S0_C005_T024,regulatory,NFkB,inflammation,0.7296140010883329
D00_S0_C006_T024,regulatory,XBP1,proteostasis,0.45889005267691124
D00_S0_C006_T024,regulatory,ATF4,stress_adaptation,0.5112952722284891
D00_S0_C006_T024,regulatory,NFkB,inflammation,0.6709854694029342
D00_S0_C007_T024,regulatory,XBP1,proteostasis,0.9629617275118478
D00_S0_C007_T024,regulatory,ATF4,stress_adaptation,0.8091378994249424
D00_S0_C007_T024,regulatory,NFkB,inflammation,0.8836697822513504
D00_S0_C008_T024,regulatory,XBP1,proteostasis,0.7609883484607645
D00_S0_C008_T024,regulatory,ATF4,stress_adaptation,0.7361733514448643
D00_S0_C008_T024,regulatory,NFkB,inflammation,0.7536410959741697
D00_S0_C009_T024,regulatory,XBP1,proteostasis,0.7104586984295848
D00_S0_C009_T024,regulatory,ATF4,stress_adaptation,0.623864964412574
D00_S0_C009_T024,regulatory,NFkB,inflammation,0.6260152822368378
D00_S0_C010_T024,regulatory,XBP1,proteostasis,0.8764633356256188
D00_S0_C010_T024,regulatory,ATF4,stress_adaptation,0.7822789192840128
D00_S0_C010_T024,regulatory,NFkB,inflammation,0.8023277452706135
D00_S0_C011_T024,regulatory,XBP1,proteostasis,0.6539705350343382
D00_S0_C011_T024,regulatory,ATF4,stress_adaptation,0.6555853029775862
D00_S0_C011_T024,regulatory,NFkB,inflammation,0.7879680650115153
D00_S0_C012_T024,regulatory,XBP1,proteostasis,0.8235582923473943
D00_S0_C012_T024,regulatory,ATF4,stress_adaptation,0.8120626147998973
D00_S0_C012_T024,regulatory,NFkB,inflammation,0.8077019360786828
D00_S0_C013_T024,regulatory,XBP1,proteostasis,0.7810928410137559
D00_S0_C013_T024,regulatory,ATF4,stress_adaptation,0.6994310058444846
D00_S0_C013_T024,regulatory,NFkB,inflammation,0.6832033076962178
D00_S0_C014_T024,regulatory,XBP1,proteostasis,0.7510577634387151
D00_S0_C014_T024,regulatory,ATF4,stress_adaptation,0.6946714137013034
D00_S0_C014_T024,regulatory,NFkB,inflammation,0.7734466739850684
D00_S0_C015_T024,regulatory,XBP1,proteostasis,0.8461322245287732
D00_S0_C015_T024,regulatory,ATF4,stress_adaptation,0.8194376115635007
D00_S0_C015_T024,regulatory,NFkB,inflammation,0.8548612755954129
D00_S0_C016_T024,regulatory,XBP1,proteostasis,0.4493749968690259
D00_S0_C016_T024,regulatory,ATF4,stress_adaptation,0.45595315073731446
D00_S0_C016_T024,regulatory,NFkB,inflammation,0.6761081727417797
D00_S0_C017_T024,regulatory,XBP1,proteostasis,0.9198448609776945
D00_S0_C017_T024,regulatory,ATF4,stress_adaptation,0.8130929986819316
D00_S0_C017_T024,regulatory,NFkB,inflammation,0.66917176567815
D00_S0_C018_T024,regulatory,XBP1,proteostasis,0.6426932868650757
D00_S0_C018_T024,regulatory,ATF4,stress_adaptation,0.6592209650318576
D00_S0_C018_T024,regulatory,NFkB,inflammation,0.7362697251622761
D00_S0_C019_T024,regulatory,XBP1,proteostasis,0.8674770097830552
D00_S0_C019_T024,regulatory,ATF4,stress_adaptation,0.7672282245307865
D00_S0_C019_T024,regulatory,NFkB,inflammation,0.8231975183349771
D00_S0_C020_T024,regulatory,XBP1,proteostasis,0.8002868214357736
D00_S0_C020_T024,regulatory,ATF4,stress_adaptation,0.7239977062253792
D00_S0_C020_T024,regulatory,NFkB,inflammation,0.6594860450789333
D00_S0_C021_T024,regulatory,XBP1,proteostasis,0.8064274834011308
D00_S0_C021_T024,regulatory,ATF4,stress_adaptation,0.776986585325399
D00_S0_C021_T024,regulatory,NFkB,inflammation,0.8599614027765461
D00_S0_C022_T024,regulatory,XBP1,proteostasis,0.6441140335826142
D00_S0_C022_T024,regulatory,ATF4,stress_adaptation,0.6596650113554912
D00_S0_C022_T024,regulatory,NFkB,inflammation,0.7738575098094946
D00_S0_C023_T024,regulatory,XBP1,proteostasis,0.4240283357500339
D00_S0_C023_T024,regulatory,ATF4,stress_adaptation,0.43718493776454825
D00_S0_C023_T024,regulatory,NFkB,inflammation,0.6377789841771906
D00_S0_C024_T024,regulatory,XBP1,proteostasis,0.43651057235394886
D00_S0_C024_T024,regulatory,ATF4,stress_adaptation,0.44419374461732075
D00_S0_C024_T024,regulatory,NFkB,inflammation,0.566536842959152
D00_S0_C025_T024,regulatory,XBP1,proteostasis,0.7700898136547925
D00_S0_C025_T024,regulatory,ATF4,stress_adaptation,0.6876263463752801
D00_S0_C025_T024,regulatory,NFkB,inflammation,0.7192357204091703
D00_S0_C026_T024,regulatory,XBP1,proteostasis,0.5113685444044215
D00_S0_C026_T024,regulatory,ATF4,stress_adaptation,0.5388635012333056
D00_S0_C026_T024,regulatory,NFkB,inflammation,0.6734587318811243
D00_S0_C027_T024,regulatory,XBP1,proteostasis,0.9981442762912991
D00_S0_C027_T024,regulatory,ATF4,stress_adaptation,0.8719556362215156
D00_S0_C027_T024,regulatory,NFkB,inflammation,0.8461697836669082
D00_S0_C028_T024,regulatory,XBP1,proteostasis,1.0757645264185216
D00_S0_C028_T024,regulatory,ATF4,stress_adaptation,0.8905966940102593
D00_S0_C028_T024,regulatory,NFkB,inflammation,0.9419743715863899
D00_S0_C029_T024,regulatory,XBP1,proteostasis,0.7131492662846572
D00_S0_C029_T024,regulatory,ATF4,stress_adaptation,0.6614853475359262
D00_S0_C029_T024,regulatory,NFkB,inflammation,0.7643573183083412
D00_S0_C030_T024,regulatory,XBP1,proteostasis,0.6634524409979294
D00_S0_C030_T024,regulatory,ATF4,stress_adaptation,0.6641375821004942
D00_S0_C030_T024,regulatory,NFkB,inflammation,0.6389966571815062
D00_S0_C031_T024,regulatory,XBP1,proteostasis,0.8077937999447337
D00_S0_C031_T024,regulatory,ATF4,stress_adaptation,0.7913154457713598
D00_S0_C031_T024,regulatory,NFkB,inflammation,0.8468410492161933
D00_S0_C032_T024,regulatory,XBP1,proteostasis,0.8374249819997761
D00_S0_C032_T024,regulatory,ATF4,stress_adaptation,0.8026041284178015
D00_S0_C032_T024,regulatory,NFkB,inflammation,0.7684757453426194
D00_S0_C033_T024,regulatory,XBP1,proteostasis,1.0518656173707472
D00_S0_C033_T024,regulatory,ATF4,stress_adaptation,0.8757544870811539
D00_S0_C033_T024,regulatory,NFkB,inflammation,0.934645476016625
D00_S0_C034_T024,regulatory,XBP1,proteostasis,0.7304230672092976
D00_S0_C034_T024,regulatory,ATF4,stress_adaptation,0.7253081975707101
D00_S0_C034_T024,regulatory,NFkB,inflammation,0.6204675113733593
D00_S0_C035_T024,regulatory,XBP1,proteostasis,0.8198373251879891
D00_S0_C035_T024,regulatory,ATF4,stress_adaptation,0.7144759230041445
D00_S0_C035_T024,regulatory,NFkB,inflammation,0.7703404016825837
D00_S0_C000_T048,regulatory,XBP1,proteostasis,1.2645414352469906
D00_S0_C000_T048,regulatory,ATF4,stress_adaptation,1.2284838339929418
D00_S0_C000_T048,regulatory,NFkB,inflammation,1.4440436458611456
D00_S0_C001_T048,regulatory,XBP1,proteostasis,1.0962189125973147
D00_S0_C001_T048,regulatory,ATF4,stress_adaptation,1.1519960008071868
D00_S0_C001_T048,regulatory,NFkB,inflammation,1.3682985106687917
D00_S0_C002_T048,regulatory,XBP1,proteostasis,0.7858196517731555
D00_S0_C002_T048,regulatory,ATF4,stress_adaptation,0.859652324731573
D00_S0_C002_T048,regulatory,NFkB,inflammation,1.22861884329792
D00_S0_C003_T048,regulatory,XBP1,proteostasis,1.0839892671250528
D00_S0_C003_T048,regulatory,ATF4,stress_adaptation,1.1824575660153036
D00_S0_C003_T048,regulatory,NFkB,inflammation,1.3627951702062737
D00_S0_C004_T048,regulatory,XBP1,proteostasis,1.1069736894739892
D00_S0_C004_T048,regulatory,ATF4,stress_adaptation,1.2102286459523075
D00_S0_C004_T048,regulatory,NFkB,inflammation,1.373138160263295
D00_S0_C005_T048,regulatory,XBP1,proteostasis,0.9495445226294612
D00_S0_C005_T048,regulatory,ATF4,stress_adaptation,1.0899658021558378
D00_S0_C005_T048,regulatory,NFkB,inflammation,1.3022950351832576
D00_S0_C006_T048,regulatory,XBP1,proteostasis,0.8100769848819734
D00_S0_C006_T048,regulatory,ATF4,stress_adaptation,1.0017609415803799
D00_S0_C006_T048,regulatory,NFkB,inflammation,1.239534643196888
D00_S0_C007_T048,regulatory,XBP1,proteostasis,1.1504000082163102
D00_S0_C007_T048,regulatory,ATF4,stress_adaptation,1.1389184876139233
D00_S0_C007_T048,regulatory,NFkB,inflammation,1.3926800036973397
D00_S0_C008_T048,regulatory,XBP1,proteostasis,1.0160806413666843
D00_S0_C008_T048,regulatory,ATF4,stress_adaptation,1.1311631556297599
D00_S0_C008_T048,regulatory,NFkB,inflammation,1.3322362886150079
D00_S0_C009_T048,regulatory,XBP1,proteostasis,0.9320905235258424
D00_S0_C009_T048,regulatory,ATF4,stress_adaptation,0.9621458560253663
D00_S0_C009_T048,regulatory,NFkB,inflammation,1.2274709691153123
D00_S0_C010_T048,regulatory,XBP1,proteostasis,1.1218486352528168
D00_S0_C010_T048,regulatory,ATF4,stress_adaptation,1.1582522907850752
D00_S0_C010_T048,regulatory,NFkB,inflammation,1.3798318858637675
D00_S0_C011_T048,regulatory,XBP1,proteostasis,0.9411353323723535
D00_S0_C011_T048,regulatory,ATF4,stress_adaptation,1.0916526985891801
D00_S0_C011_T048,regulatory,NFkB,inflammation,1.298510899567559
D00_S0_C012_T048,regulatory,XBP1,proteostasis,1.0890193374250217
D00_S0_C012_T048,regulatory,ATF4,stress_adaptation,1.2140957910068737
D00_S0_C012_T048,regulatory,NFkB,inflammation,1.3650587018412597
D00_S0_C013_T048,regulatory,XBP1,proteostasis,0.9565129547634245
D00_S0_C013_T048,regulatory,ATF4,stress_adaptation,1.0107148829213461
D00_S0_C013_T048,regulatory,NFkB,inflammation,1.2703233526801525
D00_S0_C014_T048,regulatory,XBP1,proteostasis,0.9804424067353182
D00_S0_C014_T048,regulatory,ATF4,stress_adaptation,1.0431923520079573
D00_S0_C014_T048,regulatory,NFkB,inflammation,1.3161990830308932
D00_S0_C015_T048,regulatory,XBP1,proteostasis,1.0734482723197252
D00_S0_C015_T048,regulatory,ATF4,stress_adaptation,1.1872251004330614
D00_S0_C015_T048,regulatory,NFkB,inflammation,1.3580517225438764
D00_S0_C016_T048,regulatory,XBP1,proteostasis,0.7115508994285483
D00_S0_C016_T048,regulatory,ATF4,stress_adaptation,0.8259411349185307
